,Tarih,Yıl,Ay,Alış (Forex),Satış (Forex),Gun,Haftalik_Ortalama,Onceki_Gun_Fiyat
356,2022-05-24,2022,5,17.2255,17.2565,24,16.64442857142857,16.8698
357,2022-05-25,2022,5,17.366,17.3973,25,16.833071428571426,17.2255
358,2022-05-26,2022,5,17.5101,17.5417,26,17.017857142857142,17.366
359,2022-05-27,2022,5,17.527,17.5585,27,17.1556,17.5101
360,2022-05-30,2022,5,17.6019,17.6336,30,17.27837142857143,17.527
361,2022-05-31,2022,5,17.5702,17.6019,31,17.3815,17.6019
362,2022-06-01,2022,6,17.5916,17.6233,1,17.484614285714287,17.5702
363,2022-06-02,2022,6,17.57,17.6017,2,17.53382857142857,17.5916
364,2022-06-03,2022,6,17.7066,17.7385,3,17.582485714285717,17.57
365,2022-06-06,2022,6,17.7785,17.8105,6,17.62082857142857,17.7066
366,2022-06-07,2022,6,17.8408,17.873,7,17.665657142857143,17.7785
367,2022-06-08,2022,6,18.2931,18.326,8,17.7644,17.8408
368,2022-06-09,2022,6,18.43,18.4633,9,17.887228571428572,18.2931
369,2022-06-10,2022,6,18.0924,18.125,10,17.958771428571428,18.43
370,2022-06-13,2022,6,18.0353,18.0678,13,18.02524285714286,18.0924
371,2022-06-14,2022,6,18.0055,18.0379,14,18.067942857142857,18.0353
372,2022-06-15,2022,6,18.0818,18.1144,15,18.11127142857143,18.0055
373,2022-06-16,2022,6,17.984,18.0164,16,18.13172857142857,18.0818
374,2022-06-17,2022,6,18.173,18.2057,17,18.114571428571427,17.984
375,2022-06-20,2022,6,18.2219,18.2547,20,18.084842857142856,18.173
376,2022-06-21,2022,6,18.2799,18.3128,21,18.11162857142857,18.2219
377,2022-06-22,2022,6,18.2142,18.247,22,18.137185714285714,18.2799
378,2022-06-23,2022,6,18.2455,18.2784,23,18.17147142857143,18.2142
379,2022-06-24,2022,6,18.2753,18.3083,24,18.199114285714284,18.2455
380,2022-06-27,2022,6,17.6057,17.6375,27,18.14507142857143,18.2753
381,2022-06-28,2022,6,17.5858,17.6175,28,18.061185714285717,17.6057
382,2022-06-29,2022,6,17.5221,17.5536,29,17.961214285714284,17.5858
383,2022-06-30,2022,6,17.3701,17.4014,30,17.831242857142858,17.5221
384,2022-07-01,2022,7,17.4703,17.5018,1,17.72497142857143,17.3701
385,2022-07-04,2022,7,17.5322,17.5638,4,17.62307142857143,17.4703
386,2022-07-05,2022,7,17.5036,17.5351,5,17.51282857142857,17.5322
387,2022-07-06,2022,7,17.5783,17.61,6,17.508914285714287,17.5036
388,2022-07-07,2022,7,17.5988,17.6305,7,17.510771428571427,17.5783
389,2022-07-13,2022,7,17.4693,17.5007,13,17.503228571428572,17.5988
390,2022-07-14,2022,7,17.4977,17.5292,14,17.52145714285714,17.4693
391,2022-07-18,2022,7,17.7083,17.7402,18,17.555457142857144,17.4977
392,2022-07-19,2022,7,17.9559,17.9883,19,17.615985714285713,17.7083
393,2022-07-20,2022,7,17.9549,17.9873,20,17.680457142857144,17.9559
394,2022-07-21,2022,7,17.966,17.9984,21,17.735842857142856,17.9549
395,2022-07-22,2022,7,18.0087,18.0412,22,17.7944,17.966
396,2022-07-25,2022,7,18.1927,18.2255,25,17.897742857142855,18.0087
397,2022-07-26,2022,7,18.16,18.1927,26,17.99235714285714,18.1927
398,2022-07-27,2022,7,18.1286,18.1613,27,18.0524,18.16
399,2022-07-28,2022,7,18.2176,18.2504,28,18.089785714285714,18.1286
400,2022-07-29,2022,7,18.2977,18.3307,29,18.13875714285714,18.2176
401,2022-08-01,2022,8,18.3644,18.3975,1,18.195671428571426,18.2977
402,2022-08-02,2022,8,18.3502,18.3833,2,18.24445714285714,18.3644
403,2022-08-03,2022,8,18.2593,18.2922,3,18.253971428571425,18.3502
404,2022-08-04,2022,8,18.2617,18.2946,4,18.2685,18.2593
405,2022-08-05,2022,8,18.3515,18.3845,5,18.30034285714286,18.2617
406,2022-08-08,2022,8,18.285,18.3179,8,18.30997142857143,18.3515
407,2022-08-09,2022,8,18.3329,18.3659,9,18.315,18.285
408,2022-08-10,2022,8,18.3411,18.3742,10,18.31167142857143,18.3329
409,2022-08-11,2022,8,18.5263,18.5597,11,18.336828571428573,18.3411
410,2022-08-12,2022,8,18.4687,18.502,12,18.36674285714286,18.5263
411,2022-08-15,2022,8,18.3238,18.3568,15,18.375614285714285,18.4687
412,2022-08-16,2022,8,18.1958,18.2285,16,18.35337142857143,18.3238
413,2022-08-17,2022,8,18.2487,18.2816,17,18.348185714285712,18.1958
414,2022-08-18,2022,8,18.2694,18.3024,18,18.339114285714285,18.2487
415,2022-08-19,2022,8,18.2093,18.2421,19,18.320285714285713,18.2694
416,2022-08-22,2022,8,18.1184,18.151,22,18.262014285714287,18.2093
417,2022-08-23,2022,8,17.9664,17.9988,23,18.190257142857142,18.1184
418,2022-08-24,2022,8,18.0113,18.0438,24,18.145614285714284,17.9664
419,2022-08-25,2022,8,18.138,18.1707,25,18.137357142857145,18.0113
420,2022-08-26,2022,8,18.1354,18.1681,26,18.12117142857143,18.138
421,2022-08-29,2022,8,18.0933,18.1259,29,18.096014285714286,18.1354
422,2022-08-31,2022,8,18.1574,18.1901,31,18.088600000000003,18.0933
423,2022-09-01,2022,9,18.2226,18.2554,1,18.103485714285714,18.1574
424,2022-09-02,2022,9,18.1797,18.2125,2,18.133957142857145,18.2226
425,2022-09-05,2022,9,18.0545,18.087,5,18.14012857142857,18.1797
426,2022-09-06,2022,9,18.1153,18.1479,6,18.136885714285714,18.0545
427,2022-09-07,2022,9,18.0378,18.0703,7,18.122942857142856,18.1153
428,2022-09-08,2022,9,18.2218,18.2546,8,18.1413,18.0378
429,2022-09-09,2022,9,18.3622,18.3953,9,18.170557142857145,18.2218
430,2022-09-12,2022,9,18.5041,18.5375,12,18.21077142857143,18.3622
431,2022-09-13,2022,9,18.513,18.5463,13,18.258385714285716,18.5041
432,2022-09-14,2022,9,18.2196,18.2525,14,18.281971428571428,18.513
433,2022-09-15,2022,9,18.2095,18.2423,15,18.295428571428573,18.2196
434,2022-09-16,2022,9,18.1954,18.2281,16,18.31794285714286,18.2095
435,2022-09-19,2022,9,18.2271,18.2599,19,18.3187,18.1954
436,2022-09-20,2022,9,18.3014,18.3344,20,18.310014285714285,18.2271
437,2022-09-21,2022,9,18.1312,18.1638,21,18.256742857142857,18.3014
438,2022-09-22,2022,9,18.0785,18.1111,22,18.19467142857143,18.1312
439,2022-09-23,2022,9,17.9431,17.9755,23,18.15517142857143,18.0785
440,2022-09-26,2022,9,17.7909,17.8229,26,18.09537142857143,17.9431
441,2022-09-27,2022,9,17.7719,17.804,27,18.034871428571428,17.7909
442,2022-09-28,2022,9,17.6711,17.7029,28,17.955442857142856,17.7719
443,2022-09-29,2022,9,17.9232,17.9555,29,17.901414285714285,17.6711
444,2022-09-30,2022,9,18.1395,18.1722,30,17.9026,17.9232
445,2022-10-03,2022,10,18.1474,18.1801,3,17.912442857142857,18.1395
446,2022-10-04,2022,10,18.3233,18.3563,4,17.966757142857144,18.1474
447,2022-10-05,2022,10,18.4388,18.472,5,18.059314285714287,18.3233
448,2022-10-06,2022,10,18.3543,18.3873,6,18.142514285714288,18.4388
449,2022-10-07,2022,10,18.1795,18.2123,7,18.215142857142858,18.3543
450,2022-10-10,2022,10,18.0048,18.0372,10,18.2268,18.1795
451,2022-10-11,2022,10,18.0168,18.0493,11,18.20927142857143,18.0048
452,2022-10-12,2022,10,18.0297,18.0622,12,18.19245714285714,18.0168
453,2022-10-13,2022,10,18.0405,18.073,13,18.152057142857142,18.0297
454,2022-10-14,2022,10,18.093,18.1256,14,18.102657142857144,18.0405
455,2022-10-17,2022,10,18.0897,18.1223,17,18.064857142857143,18.093
456,2022-10-18,2022,10,18.2696,18.3025,18,18.07772857142857,18.0897
457,2022-10-19,2022,10,18.2157,18.2485,19,18.107857142857142,18.2696
458,2022-10-20,2022,10,18.186,18.2187,20,18.13202857142857,18.2157
459,2022-10-21,2022,10,18.1246,18.1573,21,18.145585714285712,18.186
460,2022-10-24,2022,10,18.2761,18.309,24,18.179242857142857,18.1246
461,2022-10-25,2022,10,18.3231,18.3561,25,18.212114285714286,18.2761
462,2022-10-26,2022,10,18.6253,18.6589,26,18.28862857142857,18.3231
463,2022-10-27,2022,10,18.6837,18.7174,27,18.347785714285717,18.6253
464,2022-10-31,2022,10,18.4742,18.5075,31,18.38471428571429,18.6837
465,2022-11-01,2022,11,18.468,18.5012,1,18.425,18.4742
466,2022-11-02,2022,11,18.4043,18.4375,2,18.464957142857145,18.468
467,2022-11-03,2022,11,18.1639,18.1966,3,18.448928571428574,18.4043
468,2022-11-04,2022,11,18.185,18.2178,4,18.4292,18.1639
469,2022-11-07,2022,11,18.5226,18.556,7,18.414528571428573,18.185
470,2022-11-08,2022,11,18.5744,18.6079,8,18.398914285714287,18.5226
471,2022-11-09,2022,11,18.685,18.7187,9,18.42902857142857,18.5744
472,2022-11-10,2022,11,18.5418,18.5752,10,18.43957142857143,18.685
473,2022-11-11,2022,11,18.9888,19.023,11,18.523071428571427,18.5418
474,2022-11-14,2022,11,19.1661,19.2006,14,18.66624285714286,18.9888
475,2022-11-15,2022,11,19.3327,19.3675,15,18.830199999999998,19.1661
476,2022-11-16,2022,11,19.3524,19.3873,16,18.948742857142857,19.3327
477,2022-11-17,2022,11,19.2822,19.317,17,19.049857142857142,19.3524
478,2022-11-18,2022,11,19.2842,19.319,18,19.135457142857142,19.2822
479,2022-11-21,2022,11,19.0548,19.0891,21,19.20874285714286,19.2842
480,2022-11-22,2022,11,19.1,19.1345,22,19.22462857142857,19.0548
481,2022-11-23,2022,11,19.2101,19.2447,23,19.230914285714285,19.1
482,2022-11-24,2022,11,19.3736,19.4085,24,19.236757142857147,19.2101
483,2022-11-25,2022,11,19.367,19.4019,25,19.238842857142856,19.3736
484,2022-11-28,2022,11,19.4073,19.4423,28,19.256714285714285,19.367
485,2022-11-29,2022,11,19.3116,19.3464,29,19.260628571428573,19.4073
486,2022-11-30,2022,11,19.2824,19.3172,30,19.293142857142858,19.3116
487,2022-12-01,2022,12,19.4206,19.4556,1,19.338942857142857,19.2824
488,2022-12-02,2022,12,19.6004,19.6357,2,19.3947,19.4206
489,2022-12-05,2022,12,19.6436,19.6789,5,19.433271428571427,19.6004
490,2022-12-06,2022,12,19.5375,19.5727,6,19.457628571428568,19.6436
491,2022-12-07,2022,12,19.5015,19.5366,7,19.471085714285714,19.5375
492,2022-12-08,2022,12,19.5764,19.6117,8,19.508914285714287,19.5015
493,2022-12-09,2022,12,19.6684,19.7039,9,19.56405714285714,19.5764
494,2022-12-12,2022,12,19.6386,19.6739,12,19.595200000000002,19.6684
495,2022-12-13,2022,12,19.6382,19.6736,13,19.600599999999996,19.6386
496,2022-12-14,2022,12,19.8349,19.8706,14,19.627928571428573,19.6382
497,2022-12-15,2022,12,19.7985,19.8341,15,19.665214285714285,19.8349
498,2022-12-16,2022,12,19.8114,19.8471,16,19.709485714285712,19.7985
499,2022-12-19,2022,12,19.7925,19.8282,19,19.740357142857142,19.8114
500,2022-12-20,2022,12,19.8025,19.8382,20,19.759514285714285,19.7925
501,2022-12-21,2022,12,19.7987,19.8344,21,19.782385714285713,19.8025
502,2022-12-22,2022,12,19.8354,19.8711,22,19.810557142857142,19.7987
503,2022-12-23,2022,12,19.8044,19.8401,23,19.8062,19.8354
504,2022-12-26,2022,12,19.8324,19.8681,26,19.81104285714286,19.8044
505,2022-12-27,2022,12,19.9087,19.9446,27,19.82494285714286,19.8324
506,2022-12-28,2022,12,19.8946,19.9304,28,19.83952857142857,19.9087
507,2022-12-29,2022,12,19.8816,19.9175,29,19.85082857142857,19.8946
508,2022-12-30,2022,12,19.9349,19.9708,30,19.87028571428571,19.8816
509,2023-01-02,2023,1,19.9806,20.0166,2,19.89102857142857,19.9349
510,2023-01-03,2023,1,19.7818,19.8175,3,19.8878,19.9806
511,2023-01-04,2023,1,19.8472,19.883,4,19.889914285714287,19.7818
512,2023-01-05,2023,1,19.8886,19.9245,5,19.887042857142855,19.8472
513,2023-01-06,2023,1,19.704,19.7395,6,19.859814285714286,19.8886
514,2023-01-09,2023,1,20.0269,20.063,9,19.880571428571425,19.704
515,2023-01-10,2023,1,20.1386,20.1749,10,19.909671428571432,20.0269
516,2023-01-11,2023,1,20.1528,20.1891,11,19.934271428571428,20.1386
517,2023-01-12,2023,1,20.1858,20.2222,12,19.99198571428571,20.1528
518,2023-01-13,2023,1,20.3386,20.3752,13,20.06218571428571,20.1858
519,2023-01-16,2023,1,20.3163,20.3529,16,20.123285714285714,20.3386
520,2023-01-17,2023,1,20.3157,20.3523,17,20.210671428571427,20.3163
521,2023-01-18,2023,1,20.3329,20.3695,18,20.254385714285714,20.3157
522,2023-01-19,2023,1,20.3054,20.3419,19,20.278214285714284,20.3329
523,2023-01-20,2023,1,20.3419,20.3785,20,20.305228571428568,20.3054
524,2023-01-23,2023,1,20.4768,20.5137,23,20.346799999999998,20.3419
525,2023-01-24,2023,1,20.4142,20.4509,24,20.357599999999998,20.4768
526,2023-01-25,2023,1,20.437,20.4738,25,20.374842857142855,20.4142
527,2023-01-26,2023,1,20.4931,20.5301,26,20.400185714285715,20.437
528,2023-01-27,2023,1,20.4401,20.4769,27,20.4155,20.4931
529,2023-01-30,2023,1,20.4525,20.4894,30,20.436514285714285,20.4401
530,2023-01-31,2023,1,20.3458,20.3824,31,20.437071428571425,20.4525
531,2023-02-01,2023,2,20.4512,20.488,1,20.433414285714285,20.3458
532,2023-02-02,2023,2,20.6661,20.7033,2,20.4694,20.4512
533,2023-02-03,2023,2,20.5163,20.5532,3,20.480728571428568,20.6661
534,2023-02-06,2023,2,20.2662,20.3028,6,20.448314285714282,20.5163
535,2023-02-07,2023,2,20.1606,20.1969,7,20.408385714285714,20.2662
536,2023-02-08,2023,2,20.2127,20.2492,8,20.37412857142857,20.1606
537,2023-02-09,2023,2,20.2313,20.2677,9,20.35777142857143,20.2127
538,2023-02-10,2023,2,20.1664,20.2027,10,20.317085714285717,20.2313
539,2023-02-13,2023,2,20.0922,20.1284,13,20.2351,20.1664
540,2023-02-14,2023,2,20.2332,20.2697,14,20.194657142857142,20.0922
541,2023-02-15,2023,2,20.1746,20.2109,15,20.18157142857143,20.2332
542,2023-02-16,2023,2,20.1579,20.1942,16,20.181185714285714,20.1746
543,2023-02-17,2023,2,20.0376,20.0737,17,20.15617142857143,20.1579
544,2023-02-20,2023,2,20.1432,20.1795,20,20.143585714285713,20.0376
545,2023-02-21,2023,2,20.095,20.1312,21,20.133385714285712,20.1432
546,2023-02-22,2023,2,20.0599,20.096,22,20.128771428571433,20.095
547,2023-02-23,2023,2,19.9977,20.0337,23,20.09512857142857,20.0599
548,2023-02-24,2023,2,19.9653,20.0012,24,20.065228571428573,19.9977
549,2023-02-27,2023,2,19.9061,19.9419,27,20.029257142857144,19.9653
550,2023-02-28,2023,2,20.0042,20.0403,28,20.024485714285714,19.9061
551,2023-03-01,2023,3,20.0845,20.1207,1,20.016099999999998,20.0042
552,2023-03-02,2023,3,20.0545,20.0906,2,20.010314285714287,20.0845
553,2023-03-03,2023,3,20.0195,20.0555,3,20.00454285714286,20.0545
554,2023-03-06,2023,3,20.0857,20.1219,6,20.017114285714285,20.0195
555,2023-03-07,2023,3,20.1549,20.1913,7,20.0442,20.0857
556,2023-03-08,2023,3,19.9323,19.9682,8,20.047942857142857,20.1549
557,2023-03-09,2023,3,19.9895,20.0256,9,20.045842857142855,19.9323
558,2023-03-10,2023,3,20.0511,20.0872,10,20.04107142857143,19.9895
559,2023-03-13,2023,3,20.2645,20.301,13,20.07107142857143,20.0511
560,2023-03-14,2023,3,20.2927,20.3292,14,20.1101,20.2645
561,2023-03-15,2023,3,20.2523,20.2888,15,20.133900000000004,20.2927
562,2023-03-16,2023,3,20.142,20.1783,16,20.132057142857146,20.2523
563,2023-03-17,2023,3,20.2077,20.2441,17,20.171400000000002,20.142
564,2023-03-20,2023,3,20.2753,20.3118,20,20.21222857142857,20.2077
565,2023-03-21,2023,3,20.4094,20.4462,21,20.263414285714287,20.2753
566,2023-03-22,2023,3,20.5019,20.5388,22,20.297328571428572,20.4094
567,2023-03-23,2023,3,20.722,20.7593,23,20.358657142857144,20.5019
568,2023-03-24,2023,3,20.5055,20.5424,24,20.394828571428572,20.722
569,2023-03-27,2023,3,20.5252,20.5622,27,20.44957142857143,20.5055
570,2023-03-28,2023,3,20.6467,20.6839,28,20.512285714285717,20.5252
571,2023-03-29,2023,3,20.7201,20.7575,29,20.57582857142857,20.6467
572,2023-03-30,2023,3,20.8021,20.8396,30,20.63192857142857,20.7201
573,2023-03-31,2023,3,20.845,20.8825,31,20.680942857142856,20.8021
574,2023-04-03,2023,4,20.8074,20.8448,3,20.693142857142856,20.845
575,2023-04-04,2023,4,20.9597,20.9974,4,20.75802857142857,20.8074
576,2023-04-05,2023,4,21.0501,21.088,5,20.833014285714285,20.9597
577,2023-04-06,2023,4,20.9782,21.016,6,20.88037142857143,21.0501
578,2023-04-07,2023,4,20.9964,21.0342,7,20.919842857142857,20.9782
579,2023-04-10,2023,4,20.981,21.0188,10,20.9454,20.9964
580,2023-04-11,2023,4,21.0043,21.0421,11,20.968157142857144,20.981
581,2023-04-12,2023,4,21.0741,21.112,12,21.006257142857145,21.0043
582,2023-04-13,2023,4,21.2512,21.2895,13,21.047900000000002,21.0741
583,2023-04-14,2023,4,21.3873,21.4258,14,21.09607142857143,21.2512
584,2023-04-17,2023,4,21.2519,21.2901,17,21.13517142857143,21.3873
585,2023-04-18,2023,4,21.2554,21.2937,18,21.17217142857143,21.2519
586,2023-04-19,2023,4,21.2121,21.2503,19,21.205185714285715,21.2554
587,2023-04-24,2023,4,21.3204,21.3588,24,21.250342857142858,21.2121
588,2023-04-25,2023,4,21.395,21.4335,25,21.296185714285713,21.3204
589,2023-04-26,2023,4,21.4074,21.446,26,21.3185,21.395
590,2023-04-27,2023,4,21.4403,21.479,27,21.326071428571428,21.4074
591,2023-04-28,2023,4,21.3604,21.3989,28,21.341571428571427,21.4403
592,2023-05-02,2023,5,21.3306,21.369,2,21.35231428571429,21.3604
593,2023-05-03,2023,5,21.4672,21.5059,3,21.38875714285714,21.3306
594,2023-05-04,2023,5,21.5293,21.5681,4,21.4186,21.4672
595,2023-05-05,2023,5,21.4749,21.5136,5,21.430014285714286,21.5293
596,2023-05-08,2023,5,21.5141,21.5528,8,21.445257142857145,21.4749
597,2023-05-09,2023,5,21.4008,21.4394,9,21.43961428571428,21.5141
598,2023-05-10,2023,5,21.3821,21.4207,10,21.442714285714285,21.4008
599,2023-05-11,2023,5,21.3534,21.3919,11,21.445971428571426,21.3821
600,2023-05-12,2023,5,21.3447,21.3831,12,21.42847142857143,21.3534
601,2023-05-15,2023,5,21.3524,21.3909,15,21.4032,21.3447
602,2023-05-16,2023,5,21.4277,21.4663,16,21.396457142857145,21.3524
603,2023-05-17,2023,5,21.3786,21.4171,17,21.377099999999995,21.4277
604,2023-05-18,2023,5,21.3774,21.4159,18,21.373757142857148,21.3786
605,2023-05-22,2023,5,21.4186,21.4572,22,21.37897142857143,21.3774
606,2023-05-23,2023,5,21.3946,21.4332,23,21.384857142857147,21.4186
607,2023-05-24,2023,5,21.3986,21.4372,24,21.39255714285714,21.3946
608,2023-05-25,2023,5,21.3507,21.3891,25,21.39231428571429,21.3986
609,2023-05-26,2023,5,21.4251,21.4637,26,21.391942857142855,21.3507
610,2023-05-29,2023,5,21.4932,21.5319,29,21.408314285714287,21.4251
611,2023-05-30,2023,5,21.7607,21.7999,30,21.46307142857143,21.4932
612,2023-05-31,2023,5,22.0582,22.0979,31,21.554442857142856,21.7607
613,2023-06-01,2023,6,22.1932,22.2332,1,21.66852857142857,22.0582
614,2023-06-02,2023,6,22.4433,22.4837,2,21.81777142857143,22.1932
615,2023-06-05,2023,6,22.6105,22.6513,5,21.997742857142857,22.4433
616,2023-06-06,2023,6,22.9581,22.9995,6,22.216742857142858,22.6105
617,2023-06-07,2023,6,24.6248,24.6692,7,22.664114285714284,22.9581
618,2023-06-08,2023,6,25.0103,25.0553,8,23.128342857142854,24.6248
619,2023-06-09,2023,6,25.2323,25.2777,9,23.58178571428571,25.0103
620,2023-06-12,2023,6,25.4282,25.474,12,24.043928571428573,25.2323
621,2023-06-13,2023,6,25.5302,25.5762,13,24.48491428571429,25.4282
622,2023-06-14,2023,6,25.4842,25.5302,14,24.895442857142857,25.5302
623,2023-06-15,2023,6,25.6004,25.6465,15,25.272914285714286,25.4842
624,2023-06-16,2023,6,25.8807,25.9273,16,25.452328571428573,25.6004
625,2023-06-19,2023,6,25.8186,25.8651,19,25.567800000000002,25.8807
626,2023-06-20,2023,6,25.772,25.8184,20,25.6449,25.8186
627,2023-06-21,2023,6,25.7113,25.7576,21,25.68534285714286,25.772
628,2023-06-22,2023,6,25.9732,26.0199,22,25.748628571428572,25.7113
629,2023-06-23,2023,6,27.4579,27.5073,23,26.030585714285714,25.9732
630,2023-06-26,2023,6,28.154,28.2048,26,26.395385714285712,27.4579
631,2023-07-03,2023,7,28.3448,28.3958,3,26.7474,28.154
632,2023-07-04,2023,7,28.3464,28.3975,4,27.108514285714286,28.3448
633,2023-07-05,2023,7,28.3518,28.4028,5,27.477057142857145,28.3464
634,2023-07-06,2023,7,28.3161,28.3671,6,27.849171428571427,28.3518
635,2023-07-07,2023,7,28.337,28.3881,7,28.186857142857143,28.3161
636,2023-07-10,2023,7,28.5515,28.6029,10,28.343085714285714,28.337
637,2023-07-11,2023,7,28.6913,28.743,11,28.419842857142857,28.5515
638,2023-07-12,2023,7,28.7787,28.8306,12,28.481828571428572,28.6913
639,2023-07-13,2023,7,29.1598,29.2123,13,28.598028571428568,28.7787
640,2023-07-14,2023,7,29.339,29.3919,14,28.739057142857142,29.1598
641,2023-07-17,2023,7,29.4868,29.5399,17,28.906299999999998,29.339
642,2023-07-18,2023,7,30.1791,30.2334,18,29.16945714285714,29.4868
643,2023-07-19,2023,7,30.183,30.2374,19,29.402528571428572,30.1791
644,2023-07-20,2023,7,30.1356,30.1899,20,29.608857142857143,30.183
645,2023-07-21,2023,7,29.929,29.9829,21,29.773185714285713,30.1356
646,2023-07-24,2023,7,29.8646,29.9184,24,29.873871428571427,29.929
647,2023-07-25,2023,7,29.7778,29.8315,25,29.936557142857144,29.8646
648,2023-07-26,2023,7,29.8139,29.8676,26,29.98328571428571,29.7778
649,2023-07-27,2023,7,29.9756,30.0296,27,29.95421428571429,29.8139
650,2023-07-28,2023,7,29.57,29.6233,28,29.866642857142857,29.9756
651,2023-07-31,2023,7,29.6989,29.7524,31,29.804257142857143,29.57
652,2023-08-01,2023,8,29.5733,29.6265,1,29.753442857142858,29.6989
653,2023-08-02,2023,8,29.5887,29.642,2,29.71402857142857,29.5733
654,2023-08-03,2023,8,29.4507,29.5038,3,29.6673,29.5887
655,2023-08-04,2023,8,29.4979,29.5511,4,29.62215714285714,29.4507
656,2023-08-07,2023,8,29.6034,29.6567,7,29.568985714285713,29.4979
657,2023-08-08,2023,8,29.6024,29.6557,8,29.573614285714285,29.6034
658,2023-08-09,2023,8,29.6279,29.6812,9,29.56347142857143,29.6024
659,2023-08-10,2023,8,29.7365,29.79,10,29.586785714285714,29.6279
660,2023-08-11,2023,8,29.6845,29.7379,11,29.60047142857143,29.7365
661,2023-08-14,2023,8,29.5687,29.622,14,29.617328571428573,29.6845
662,2023-08-15,2023,8,29.5353,29.5885,15,29.62267142857143,29.5687
663,2023-08-16,2023,8,29.516,29.5692,16,29.610185714285713,29.5353
664,2023-08-17,2023,8,29.455,29.5081,17,29.58912857142857,29.516
665,2023-08-18,2023,8,29.4092,29.4622,18,29.55788571428571,29.455
666,2023-08-21,2023,8,29.5518,29.605,21,29.5315,29.4092
667,2023-08-22,2023,8,29.6274,29.6808,22,29.523342857142858,29.5518
668,2023-08-23,2023,8,29.4062,29.4592,23,29.50012857142857,29.6274
669,2023-08-24,2023,8,29.4057,29.4586,24,29.48161428571429,29.4062
670,2023-08-25,2023,8,28.4899,28.5412,25,29.33502857142857,29.4057
671,2023-08-28,2023,8,28.6712,28.7228,28,29.22305714285714,28.4899
672,2023-08-29,2023,8,28.7308,28.7825,29,29.12614285714286,28.6712
673,2023-08-31,2023,8,29.0184,29.0706,31,29.049942857142856,28.7308
674,2023-09-01,2023,9,28.9377,28.9899,1,28.951414285714286,29.0184
675,2023-09-04,2023,9,28.866,28.918,4,28.874242857142857,28.9377
676,2023-09-05,2023,9,28.7642,28.816,5,28.782600000000002,28.866
677,2023-09-06,2023,9,28.7368,28.7886,6,28.81787142857143,28.7642
678,2023-09-07,2023,9,28.7117,28.7635,7,28.823657142857144,28.7368
679,2023-09-08,2023,9,28.7034,28.7551,8,28.819742857142852,28.7117
680,2023-09-11,2023,9,28.797,28.8489,11,28.788114285714283,28.7034
681,2023-09-12,2023,9,28.7911,28.8429,12,28.767171428571427,28.797
682,2023-09-13,2023,9,28.8851,28.9372,13,28.769900000000003,28.7911
683,2023-09-14,2023,9,28.8817,28.9337,14,28.786685714285714,28.8851
684,2023-09-15,2023,9,28.7098,28.7616,15,28.782828571428574,28.8817
685,2023-09-18,2023,9,28.7754,28.8273,18,28.79192857142857,28.7098
686,2023-09-19,2023,9,28.864,28.916,19,28.81487142857143,28.7754
687,2023-09-20,2023,9,28.8676,28.9196,20,28.824957142857148,28.864
688,2023-09-21,2023,9,28.7571,28.809,21,28.8201,28.8676
689,2023-09-22,2023,9,28.8483,28.9003,22,28.814842857142853,28.7571
690,2023-09-25,2023,9,28.9027,28.9548,25,28.817842857142857,28.8483
691,2023-09-26,2023,9,28.8183,28.8702,26,28.833342857142856,28.9027
692,2023-09-27,2023,9,28.7853,28.8372,27,28.834757142857143,28.8183
693,2023-09-28,2023,9,28.8083,28.8602,28,28.8268,28.7853
694,2023-09-29,2023,9,29.0305,29.0828,29,28.850071428571425,28.8083
695,2023-10-02,2023,10,28.928,28.9802,2,28.874485714285715,29.0305
696,2023-10-03,2023,10,28.7674,28.8193,3,28.862928571428572,28.928
697,2023-10-04,2023,10,28.8765,28.9285,4,28.85918571428571,28.7674
698,2023-10-05,2023,10,28.9346,28.9867,5,28.8758,28.8765
699,2023-10-06,2023,10,29.0769,29.1293,6,28.917457142857142,28.9346
700,2023-10-09,2023,10,29.127,29.1795,9,28.962985714285715,29.0769
701,2023-10-10,2023,10,29.297,29.3497,10,29.001057142857146,29.127
702,2023-10-11,2023,10,29.3644,29.4173,11,29.0634,29.297
703,2023-10-12,2023,10,29.4343,29.4874,12,29.15867142857143,29.3644
704,2023-10-13,2023,10,29.2306,29.2832,13,29.209257142857144,29.4343
705,2023-10-16,2023,10,29.3261,29.3789,16,29.26518571428571,29.2306
706,2023-10-17,2023,10,29.4057,29.4587,17,29.312157142857142,29.3261
707,2023-10-18,2023,10,29.563,29.6163,18,29.37444285714286,29.4057
708,2023-10-19,2023,10,29.4883,29.5414,19,29.40177142857143,29.563
709,2023-10-20,2023,10,29.6017,29.655,20,29.43567142857143,29.4883
710,2023-10-23,2023,10,29.683,29.7364,23,29.4712,29.6017
711,2023-10-24,2023,10,29.8745,29.9284,24,29.563185714285716,29.683
712,2023-10-25,2023,10,29.7098,29.7633,25,29.618,29.8745
713,2023-10-26,2023,10,29.6253,29.6786,26,29.649371428571424,29.7098
714,2023-10-27,2023,10,29.6896,29.7431,27,29.667457142857142,29.6253
715,2023-10-30,2023,10,29.8143,29.8681,30,29.71402857142857,29.6896
716,2023-10-31,2023,10,30.0552,30.1094,31,29.778814285714283,29.8143
717,2023-11-01,2023,11,29.8539,29.9077,1,29.803228571428573,30.0552
718,2023-11-02,2023,11,30.0503,30.1044,2,29.828342857142854,29.8539
