,Tarih,Yıl,Ay,Alış (Forex),Satış (Forex),Gun,Haftalik_Ortalama,Onceki_Gun_Fiyat
0,2020-12-15,2020,12,7.8331,7.8473,15,7.850585714285714,7.8699
1,2020-12-16,2020,12,7.7873,7.8013,16,7.843442857142857,7.8331
2,2020-12-17,2020,12,7.751,7.765,17,7.8352,7.7873
3,2020-12-18,2020,12,7.6898,7.7036,18,7.816557142857143,7.751
4,2020-12-21,2020,12,7.6769,7.6907,21,7.791842857142856,7.6898
5,2020-12-22,2020,12,7.6368,7.6505,22,7.749257142857142,7.6769
6,2020-12-23,2020,12,7.6321,7.6458,23,7.715285714285714,7.6368
7,2020-12-24,2020,12,7.619,7.6327,24,7.6847,7.6321
8,2020-12-25,2020,12,7.5517,7.5653,25,7.651042857142857,7.619
9,2020-12-28,2020,12,7.4738,7.4873,28,7.6114428571428565,7.5517
10,2020-12-29,2020,12,7.4063,7.4197,29,7.570942857142858,7.4738
11,2020-12-30,2020,12,7.3405,7.3537,30,7.522885714285715,7.4063
12,2020-12-31,2020,12,7.4194,7.4327,31,7.491828571428571,7.3405
13,2021-01-04,2021,1,7.3602,7.3734,4,7.452985714285715,7.4194
14,2021-01-05,2021,1,7.3866,7.3999,5,7.419785714285714,7.3602
15,2021-01-06,2021,1,7.33,7.3432,6,7.388114285714285,7.3866
16,2021-01-07,2021,1,7.2733,7.2864,7,7.359471428571429,7.33
17,2021-01-08,2021,1,7.349,7.3622,8,7.351285714285714,7.2733
18,2021-01-11,2021,1,7.4431,7.4565,11,7.365942857142857,7.349
19,2021-01-12,2021,1,7.4608,7.4743,12,7.371857142857143,7.4431
20,2021-01-13,2021,1,7.4285,7.4419,13,7.381614285714286,7.4608
21,2021-01-14,2021,1,7.3885,7.4018,14,7.381885714285715,7.4285
22,2021-01-15,2021,1,7.3877,7.401,15,7.390128571428571,7.3885
23,2021-01-18,2021,1,7.4952,7.5087,18,7.421828571428571,7.3877
24,2021-01-19,2021,1,7.4485,7.4619,19,7.436042857142858,7.4952
25,2021-01-20,2021,1,7.4367,7.4501,20,7.435128571428571,7.4485
26,2021-01-21,2021,1,7.3836,7.3969,21,7.4241,7.4367
27,2021-01-22,2021,1,7.3985,7.4118,22,7.419814285714286,7.3836
28,2021-01-25,2021,1,7.3797,7.393,25,7.418557142857144,7.3985
29,2021-01-26,2021,1,7.3835,7.3968,26,7.4179571428571425,7.3797
30,2021-01-27,2021,1,7.3544,7.3676,27,7.397842857142857,7.3835
31,2021-01-28,2021,1,7.3723,7.3856,28,7.386957142857143,7.3544
32,2021-01-29,2021,1,7.3216,7.3348,29,7.370514285714286,7.3723
33,2021-02-01,2021,2,7.2185,7.2315,1,7.346928571428571,7.3216
34,2021-02-02,2021,2,7.1372,7.1501,2,7.3096000000000005,7.2185
35,2021-02-03,2021,2,7.1498,7.1627,3,7.276757142857142,7.1372
36,2021-02-04,2021,2,7.1324,7.1453,4,7.240885714285715,7.1498
37,2021-02-05,2021,2,7.0789,7.0917,5,7.201528571428571,7.1324
38,2021-02-08,2021,2,7.0663,7.0791,8,7.157814285714285,7.0789
39,2021-02-09,2021,2,7.0821,7.0949,9,7.123600000000001,7.0663
40,2021-02-10,2021,2,7.0513,7.064,10,7.099714285714286,7.0821
41,2021-02-12,2021,2,7.0162,7.0288,12,7.082428571428571,7.0513
42,2021-02-15,2021,2,6.9724,6.985,15,7.057085714285715,7.0162
43,2021-02-16,2021,2,6.915,6.9275,16,7.026028571428571,6.9724
44,2021-02-17,2021,2,7.004,7.0167,17,7.015328571428571,6.915
45,2021-02-18,2021,2,6.9527,6.9652,18,6.9991,7.004
46,2021-02-19,2021,2,6.9611,6.9736,19,6.981814285714286,6.9527
47,2021-02-22,2021,2,6.994,7.0066,22,6.973628571428572,6.9611
48,2021-02-23,2021,2,7.0253,7.038,23,6.9749285714285705,6.994
49,2021-02-24,2021,2,7.1357,7.1485,24,6.998257142857142,7.0253
50,2021-02-25,2021,2,7.1924,7.2054,25,7.037885714285713,7.1357
51,2021-02-26,2021,2,7.3708,7.3841,26,7.090285714285714,7.1924
52,2021-03-01,2021,3,7.3029,7.316,1,7.140314285714285,7.3708
53,2021-03-02,2021,3,7.3117,7.3248,2,7.1903999999999995,7.3029
54,2021-03-03,2021,3,7.3391,7.3524,3,7.239699999999999,7.3117
55,2021-03-04,2021,3,7.4524,7.4659,4,7.300714285714286,7.3391
56,2021-03-05,2021,3,7.5096,7.5231,5,7.354128571428572,7.4524
57,2021-03-08,2021,3,7.5939,7.6075,8,7.411485714285715,7.5096
58,2021-03-09,2021,3,7.6403,7.654,9,7.449985714285715,7.5939
59,2021-03-10,2021,3,7.5952,7.6088,10,7.4917428571428575,7.6403
60,2021-03-11,2021,3,7.4446,7.4581,11,7.510728571428571,7.5952
61,2021-03-12,2021,3,7.5709,7.5846,12,7.543842857142858,7.4446
62,2021-03-15,2021,3,7.5374,7.551,15,7.555985714285714,7.5709
63,2021-03-16,2021,3,7.5041,7.5176,16,7.5552,7.5374
64,2021-03-17,2021,3,7.498,7.5115,17,7.5415,7.5041
65,2021-03-18,2021,3,7.4573,7.4708,18,7.515357142857143,7.498
66,2021-03-19,2021,3,7.267,7.2801,19,7.468471428571428,7.4573
67,2021-03-22,2021,3,7.904,7.9182,22,7.5341000000000005,7.267
68,2021-03-23,2021,3,7.8082,7.8222,23,7.568,7.904
69,2021-03-24,2021,3,7.9666,7.9809,24,7.629314285714286,7.8082
70,2021-03-25,2021,3,7.9409,7.9552,25,7.691714285714285,7.9666
71,2021-03-26,2021,3,7.9893,8.0037,26,7.7619,7.9409
72,2021-03-29,2021,3,8.1192,8.1338,29,7.856457142857143,7.9893
73,2021-03-30,2021,3,8.326,8.341,30,8.007742857142857,8.1192
74,2021-03-31,2021,3,8.3258,8.3408,31,8.068,8.326
75,2021-04-01,2021,4,8.1707,8.1854,1,8.119785714285713,8.3258
76,2021-04-02,2021,4,8.0362,8.0506,2,8.12972857142857,8.1707
77,2021-04-05,2021,4,8.1394,8.154,5,8.158085714285715,8.0362
78,2021-04-06,2021,4,8.1441,8.1588,6,8.1802,8.1394
79,2021-04-08,2021,4,8.1518,8.1665,8,8.184857142857142,8.1441
80,2021-04-09,2021,4,8.1383,8.153,9,8.158042857142856,8.1518
81,2021-04-12,2021,4,8.1681,8.1828,12,8.135514285714285,8.1383
82,2021-04-13,2021,4,8.1383,8.153,13,8.130885714285714,8.1681
83,2021-04-14,2021,4,8.0729,8.0875,14,8.136128571428571,8.1383
84,2021-04-15,2021,4,8.0567,8.0712,15,8.124314285714286,8.0729
85,2021-04-16,2021,4,8.0574,8.0719,16,8.111928571428573,8.0567
86,2021-04-19,2021,4,8.0514,8.0659,19,8.097585714285714,8.0574
87,2021-04-20,2021,4,8.1011,8.1157,20,8.092271428571427,8.0514
88,2021-04-21,2021,4,8.1433,8.158,21,8.088728571428572,8.1011
89,2021-04-22,2021,4,8.2694,8.2843,22,8.107457142857141,8.1433
90,2021-04-26,2021,4,8.3295,8.3445,26,8.144114285714284,8.2694
91,2021-04-27,2021,4,8.231,8.2458,27,8.169014285714285,8.3295
92,2021-04-28,2021,4,8.186,8.2008,28,8.187385714285714,8.231
93,2021-04-29,2021,4,8.1753,8.19,29,8.205085714285714,8.186
94,2021-04-30,2021,4,8.2311,8.2459,30,8.223657142857144,8.1753
95,2021-05-03,2021,5,8.292,8.3069,3,8.2449,8.2311
96,2021-05-04,2021,5,8.3091,8.3241,4,8.250571428571428,8.292
97,2021-05-05,2021,5,8.34,8.355,5,8.252071428571428,8.3091
98,2021-05-06,2021,5,8.3062,8.3211,6,8.262814285714287,8.34
99,2021-05-07,2021,5,8.273,8.2879,7,8.275242857142858,8.3062
100,2021-05-10,2021,5,8.2457,8.2605,10,8.285300000000001,8.273
101,2021-05-11,2021,5,8.2867,8.3016,11,8.293242857142857,8.2457
102,2021-05-17,2021,5,8.3469,8.3619,17,8.301085714285716,8.2867
103,2021-05-18,2021,5,8.3281,8.3431,18,8.303799999999999,8.3469
104,2021-05-20,2021,5,8.3689,8.384,20,8.30792857142857,8.3281
105,2021-05-21,2021,5,8.3554,8.3705,21,8.314957142857143,8.3689
106,2021-05-24,2021,5,8.3811,8.3962,24,8.3304,8.3554
107,2021-05-25,2021,5,8.3947,8.4098,25,8.351685714285713,8.3811
108,2021-05-26,2021,5,8.433,8.4482,26,8.372585714285714,8.3947
109,2021-05-27,2021,5,8.4323,8.4475,27,8.384785714285714,8.433
110,2021-05-28,2021,5,8.5496,8.5651,28,8.41642857142857,8.4323
111,2021-05-31,2021,5,8.499,8.5143,31,8.435014285714285,8.5496
112,2021-06-01,2021,6,8.5032,8.5185,1,8.456128571428572,8.499
113,2021-06-02,2021,6,8.6066,8.6221,2,8.488342857142857,8.5032
114,2021-06-03,2021,6,8.6231,8.6387,3,8.520971428571428,8.6066
115,2021-06-04,2021,6,8.682,8.6976,4,8.556542857142857,8.6231
116,2021-06-07,2021,6,8.6201,8.6356,7,8.583371428571429,8.682
117,2021-06-08,2021,6,8.5891,8.6046,8,8.589014285714287,8.6201
118,2021-06-09,2021,6,8.575,8.5904,9,8.59987142857143,8.5891
119,2021-06-10,2021,6,8.5313,8.5467,10,8.603885714285715,8.575
120,2021-06-11,2021,6,8.3547,8.3697,11,8.5679,8.5313
121,2021-06-14,2021,6,8.3374,8.3524,14,8.527085714285715,8.3547
122,2021-06-15,2021,6,8.5474,8.5628,15,8.507857142857143,8.3374
123,2021-06-16,2021,6,8.5218,8.5371,16,8.493814285714285,8.5474
124,2021-06-17,2021,6,8.6243,8.6398,17,8.498842857142858,8.5218
125,2021-06-18,2021,6,8.6646,8.6802,18,8.511642857142858,8.6243
126,2021-06-21,2021,6,8.7497,8.7655,21,8.542842857142857,8.6646
127,2021-06-22,2021,6,8.7202,8.7359,22,8.595057142857142,8.7497
128,2021-06-23,2021,6,8.6139,8.6294,23,8.634557142857144,8.7202
129,2021-06-24,2021,6,8.6593,8.6749,24,8.650542857142858,8.6139
130,2021-06-25,2021,6,8.6772,8.6928,25,8.672742857142858,8.6593
131,2021-06-28,2021,6,8.7219,8.7376,28,8.686685714285714,8.6772
132,2021-06-29,2021,6,8.7052,8.7208,29,8.692485714285715,8.7219
133,2021-06-30,2021,6,8.6803,8.6959,30,8.682571428571428,8.7052
134,2021-07-01,2021,7,8.6768,8.6924,1,8.676371428571429,8.6803
135,2021-07-02,2021,7,8.6797,8.6954,2,8.685771428571428,8.6768
136,2021-07-05,2021,7,8.665,8.6806,5,8.686585714285714,8.6797
137,2021-07-06,2021,7,8.6515,8.6671,6,8.682914285714286,8.665
138,2021-07-07,2021,7,8.6657,8.6813,7,8.674885714285713,8.6515
139,2021-07-08,2021,7,8.6867,8.7024,8,8.672242857142857,8.6657
140,2021-07-09,2021,7,8.6715,8.6872,9,8.670985714285715,8.6867
141,2021-07-12,2021,7,8.6319,8.6475,12,8.66457142857143,8.6715
142,2021-07-13,2021,7,8.6033,8.6188,13,8.653657142857144,8.6319
143,2021-07-14,2021,7,8.6123,8.6278,14,8.646128571428573,8.6033
144,2021-07-16,2021,7,8.5099,8.5252,16,8.6259,8.6123
145,2021-07-26,2021,7,8.573,8.5885,26,8.612657142857142,8.5099
146,2021-07-27,2021,7,8.5604,8.5758,27,8.594614285714286,8.573
147,2021-07-28,2021,7,8.5446,8.56,28,8.576485714285715,8.5604
148,2021-07-29,2021,7,8.4975,8.5128,29,8.557285714285713,8.5446
149,2021-07-30,2021,7,8.4139,8.429,30,8.530228571428571,8.4975
150,2021-08-02,2021,8,8.385,8.4001,2,8.497757142857143,8.4139
151,2021-08-03,2021,8,8.3229,8.3379,3,8.471042857142859,8.385
152,2021-08-04,2021,8,8.4193,8.4344,4,8.449085714285715,8.3229
153,2021-08-05,2021,8,8.5262,8.5416,5,8.4442,8.4193
154,2021-08-06,2021,8,8.5619,8.5773,6,8.44667142857143,8.5262
155,2021-08-09,2021,8,8.6426,8.6582,9,8.4674,8.5619
156,2021-08-10,2021,8,8.6205,8.6361,10,8.496914285714285,8.6426
157,2021-08-11,2021,8,8.6244,8.6399,11,8.531114285714285,8.6205
158,2021-08-12,2021,8,8.5723,8.5877,12,8.566742857142856,8.6244
159,2021-08-13,2021,8,8.5359,8.5512,13,8.583400000000001,8.5723
160,2021-08-16,2021,8,8.4681,8.4833,16,8.5751,8.5359
161,2021-08-17,2021,8,8.4141,8.4293,17,8.553985714285714,8.4681
162,2021-08-18,2021,8,8.4632,8.4784,18,8.528357142857143,8.4141
163,2021-08-19,2021,8,8.5111,8.5264,19,8.512728571428571,8.4632
164,2021-08-20,2021,8,8.5254,8.5407,20,8.498585714285714,8.5111
165,2021-08-23,2021,8,8.4572,8.4724,23,8.482142857142858,8.5254
166,2021-08-24,2021,8,8.4132,8.4283,24,8.464614285714285,8.4572
167,2021-08-25,2021,8,8.3797,8.3948,25,8.451985714285714,8.4132
168,2021-08-26,2021,8,8.3578,8.3729,26,8.443942857142856,8.3797
169,2021-08-27,2021,8,8.3753,8.3903,27,8.431385714285714,8.3578
170,2021-08-31,2021,8,8.3043,8.3192,31,8.401842857142857,8.3753
171,2021-09-01,2021,9,8.2876,8.3025,1,8.367871428571428,8.3043
172,2021-09-02,2021,9,8.2633,8.2782,2,8.340171428571427,8.2876
173,2021-09-03,2021,9,8.295,8.3099,3,8.323285714285714,8.2633
174,2021-09-06,2021,9,8.2767,8.2916,6,8.308571428571428,8.295
175,2021-09-07,2021,9,8.2981,8.313,7,8.300042857142857,8.2767
176,2021-09-08,2021,9,8.4063,8.4214,8,8.304471428571429,8.2981
177,2021-09-09,2021,9,8.4655,8.4808,9,8.327499999999999,8.4063
178,2021-09-10,2021,9,8.4044,8.4195,10,8.344185714285715,8.4655
179,2021-09-13,2021,9,8.4441,8.4593,13,8.370014285714285,8.4044
180,2021-09-14,2021,9,8.4314,8.4466,14,8.3895,8.4441
181,2021-09-15,2021,9,8.4272,8.4424,15,8.411,8.4314
182,2021-09-16,2021,9,8.4402,8.4554,16,8.4313,8.4272
183,2021-09-17,2021,9,8.5678,8.5832,17,8.454371428571429,8.4402
184,2021-09-20,2021,9,8.6648,8.6804,20,8.482842857142858,8.5678
185,2021-09-21,2021,9,8.6301,8.6456,21,8.515085714285714,8.6648
186,2021-09-22,2021,9,8.6349,8.6505,22,8.542342857142858,8.6301
187,2021-09-23,2021,9,8.6584,8.674,23,8.574771428571427,8.6349
188,2021-09-24,2021,9,8.824,8.8399,24,8.631457142857142,8.6584
189,2021-09-27,2021,9,8.8355,8.8514,27,8.687928571428571,8.824
190,2021-09-28,2021,9,8.8585,8.8745,28,8.729457142857141,8.8355
191,2021-09-29,2021,9,8.8433,8.8592,29,8.754957142857142,8.8585
192,2021-09-30,2021,9,8.8785,8.8945,30,8.790442857142857,8.8433
193,2021-10-01,2021,10,8.8469,8.8628,1,8.820728571428571,8.8785
194,2021-10-04,2021,10,8.8522,8.8682,4,8.848414285714286,8.8469
195,2021-10-05,2021,10,8.8444,8.8603,5,8.85132857142857,8.8522
196,2021-10-06,2021,10,8.9065,8.9226,6,8.861471428571429,8.8444
197,2021-10-07,2021,10,8.8609,8.8769,7,8.861814285714287,8.9065
198,2021-10-08,2021,10,8.8982,8.9142,8,8.869657142857143,8.8609
199,2021-10-11,2021,10,8.9367,8.9528,11,8.87797142857143,8.8982
200,2021-10-12,2021,10,8.9996,9.0158,12,8.899785714285715,8.9367
201,2021-10-13,2021,10,9.0222,9.0384,13,8.924071428571429,8.9996
202,2021-10-14,2021,10,9.1416,9.158,14,8.96652857142857,9.0222
203,2021-10-15,2021,10,9.1993,9.2159,15,9.008357142857143,9.1416
204,2021-10-18,2021,10,9.2667,9.2834,18,9.06632857142857,9.1993
205,2021-10-19,2021,10,9.2845,9.3012,19,9.121514285714285,9.2667
206,2021-10-20,2021,10,9.314,9.3307,20,9.175414285714284,9.2845
207,2021-10-21,2021,10,9.2857,9.3024,21,9.216285714285714,9.314
208,2021-10-22,2021,10,9.586,9.6033,22,9.296828571428572,9.2857
209,2021-10-25,2021,10,9.7362,9.7537,25,9.381771428571428,9.586
210,2021-10-26,2021,10,9.4575,9.4745,26,9.418657142857143,9.7362
211,2021-10-27,2021,10,9.4813,9.4984,27,9.449314285714285,9.4575
212,2021-11-01,2021,11,9.5287,9.5458,1,9.4842,9.4813
213,2021-11-02,2021,11,9.5171,9.5342,2,9.513214285714286,9.5287
214,2021-11-03,2021,11,9.657,9.6744,3,9.566257142857141,9.5171
215,2021-11-04,2021,11,9.6884,9.7059,4,9.580885714285714,9.657
216,2021-11-05,2021,11,9.7,9.7175,5,9.575714285714286,9.6884
217,2021-11-08,2021,11,9.6848,9.7022,8,9.608185714285714,9.7
218,2021-11-09,2021,11,9.7029,9.7204,9,9.639842857142856,9.6848
219,2021-11-10,2021,11,9.7812,9.7988,10,9.675914285714285,9.7029
220,2021-11-11,2021,11,9.917,9.9349,11,9.733042857142857,9.7812
221,2021-11-12,2021,11,9.9105,9.9283,12,9.769257142857143,9.917
222,2021-11-15,2021,11,9.9804,9.9984,15,9.81097142857143,9.9105
223,2021-11-16,2021,11,10.1671,10.1854,16,9.8777,9.9804
224,2021-11-17,2021,11,10.3993,10.418,17,9.979771428571429,10.1671
225,2021-11-18,2021,11,10.6963,10.7155,18,10.121685714285714,10.3993
226,2021-11-19,2021,11,11.0266,11.0465,19,10.2996,10.6963
227,2021-11-22,2021,11,11.1712,11.1913,22,10.478771428571429,11.0266
228,2021-11-23,2021,11,12.1556,12.1775,23,10.7995,11.1712
229,2021-11-24,2021,11,12.6082,12.6309,24,11.1749,12.1556
230,2021-11-25,2021,11,12.0001,12.0217,25,11.436757142857145,12.6082
231,2021-11-26,2021,11,12.0786,12.1004,26,11.676657142857142,12.0001
232,2021-11-29,2021,11,12.6595,12.6823,29,11.957114285714285,12.0786
233,2021-11-30,2021,11,12.9387,12.962,30,12.23027142857143,12.6595
234,2021-12-01,2021,12,13.3363,13.3603,1,12.53957142857143,12.9387
235,2021-12-02,2021,12,13.4067,13.4309,2,12.7183,13.3363
236,2021-12-03,2021,12,13.6801,13.7048,3,12.87142857142857,13.4067
237,2021-12-06,2021,12,13.774,13.7988,6,13.124842857142855,13.6801
238,2021-12-07,2021,12,13.6667,13.6913,7,13.351714285714285,13.774
239,2021-12-08,2021,12,13.6241,13.6486,8,13.489514285714288,13.6667
240,2021-12-09,2021,12,13.7432,13.7679,9,13.604442857142857,13.6241
241,2021-12-10,2021,12,13.8346,13.8596,10,13.675628571428572,13.7432
242,2021-12-13,2021,12,14.2465,14.2721,13,13.795599999999999,13.8346
243,2021-12-14,2021,12,14.1745,14.2,14,13.866228571428573,14.2465
244,2021-12-15,2021,12,14.635,14.6613,15,13.989228571428571,14.1745
245,2021-12-16,2021,12,15.2118,15.2392,16,14.20995714285714,14.635
246,2021-12-17,2021,12,16.3358,16.3652,17,14.597342857142857,15.2118
247,2021-12-20,2021,12,17.4731,17.5046,20,15.130185714285714,16.3358
248,2021-12-21,2021,12,13.0226,13.0461,21,15.014185714285714,17.4731
249,2021-12-22,2021,12,12.4535,12.476,22,14.758042857142858,13.0226
250,2021-12-23,2021,12,11.4508,11.4714,23,14.368942857142855,12.4535
251,2021-12-24,2021,12,11.7278,11.7489,24,13.95362857142857,11.4508
252,2021-12-27,2021,12,11.39,11.4105,27,13.407657142857142,11.7278
253,2021-12-28,2021,12,11.8302,11.8515,28,12.764,11.39
254,2021-12-29,2021,12,12.2219,12.2439,29,12.013828571428572,11.8302
255,2021-12-30,2021,12,12.9775,13.0009,30,12.007385714285714,12.2219
256,2021-12-31,2021,12,13.329,13.353,31,12.132457142857143,12.9775
257,2022-01-03,2022,1,13.4221,13.4463,3,12.41407142857143,13.329
258,2022-01-04,2022,1,13.1873,13.211,4,12.62257142857143,13.4221
259,2022-01-05,2022,1,13.3687,13.3928,5,12.905242857142857,13.1873
260,2022-01-06,2022,1,13.6352,13.6598,6,13.1631,13.3687
261,2022-01-07,2022,1,13.7526,13.7774,7,13.381771428571428,13.6352
262,2022-01-10,2022,1,13.7195,13.7442,10,13.48777142857143,13.7526
263,2022-01-11,2022,1,13.7314,13.7562,11,13.545257142857142,13.7195
264,2022-01-12,2022,1,13.7209,13.7456,12,13.587942857142858,13.7314
265,2022-01-13,2022,1,13.54,13.5644,13,13.638328571428572,13.7209
266,2022-01-14,2022,1,13.5054,13.5298,14,13.657857142857141,13.54
267,2022-01-17,2022,1,13.4788,13.5031,17,13.635514285714285,13.5054
268,2022-01-18,2022,1,13.5109,13.5352,18,13.600985714285713,13.4788
269,2022-01-19,2022,1,13.5703,13.5947,19,13.579671428571428,13.5109
270,2022-01-20,2022,1,13.4431,13.4673,20,13.538485714285713,13.5703
271,2022-01-21,2022,1,13.402,13.4261,21,13.49292857142857,13.4431
272,2022-01-24,2022,1,13.3846,13.4087,24,13.470728571428571,13.402
273,2022-01-25,2022,1,13.5,13.5243,25,13.469957142857144,13.3846
274,2022-01-26,2022,1,13.5029,13.5272,26,13.4734,13.5
275,2022-01-27,2022,1,13.5932,13.6177,27,13.485157142857142,13.5029
276,2022-01-28,2022,1,13.6066,13.6311,28,13.490342857142858,13.5932
277,2022-01-31,2022,1,13.4015,13.4257,31,13.484399999999999,13.6066
278,2022-02-01,2022,2,13.367,13.391,1,13.4794,13.4015
279,2022-02-02,2022,2,13.4287,13.4529,2,13.4857,13.367
280,2022-02-03,2022,2,13.5543,13.5787,3,13.493457142857142,13.4287
281,2022-02-04,2022,2,13.5336,13.558,4,13.497842857142857,13.5543
282,2022-02-07,2022,2,13.5429,13.5673,7,13.490657142857144,13.5336
283,2022-02-08,2022,2,13.616,13.6406,8,13.492,13.5429
284,2022-02-09,2022,2,13.5675,13.5919,9,13.515714285714285,13.616
285,2022-02-10,2022,2,13.5322,13.5566,10,13.539314285714285,13.5675
286,2022-02-11,2022,2,13.4933,13.5176,11,13.548542857142857,13.5322
287,2022-02-14,2022,2,13.5378,13.5622,14,13.546185714285713,13.4933
288,2022-02-15,2022,2,13.6032,13.6277,15,13.556128571428571,13.5378
289,2022-02-16,2022,2,13.6154,13.6399,16,13.566485714285715,13.6032
290,2022-02-17,2022,2,13.6035,13.628,17,13.5647,13.6154
291,2022-02-18,2022,2,13.6118,13.6363,18,13.571028571428572,13.6035
292,2022-02-21,2022,2,13.6123,13.6369,21,13.582471428571427,13.6118
293,2022-02-22,2022,2,13.7447,13.7695,22,13.618385714285713,13.6123
294,2022-02-23,2022,2,13.7849,13.8097,23,13.653685714285714,13.7447
295,2022-02-24,2022,2,14.2324,14.258,24,13.743571428571428,13.7849
296,2022-02-25,2022,2,14.0395,14.0648,25,13.804157142857141,14.2324
297,2022-02-28,2022,2,13.8286,13.8535,28,13.836314285714284,14.0395
298,2022-03-01,2022,3,13.8854,13.9104,1,13.875399999999999,13.8286
299,2022-03-02,2022,3,14.0386,14.0639,2,13.936300000000001,13.8854
300,2022-03-03,2022,3,14.112,14.1374,3,13.988771428571429,14.0386
301,2022-03-04,2022,3,14.1766,14.2021,4,14.044728571428573,14.112
302,2022-03-07,2022,3,14.3012,14.327,7,14.054557142857144,14.1766
303,2022-03-08,2022,3,14.4728,14.4989,8,14.116457142857143,14.3012
304,2022-03-09,2022,3,14.6061,14.6324,9,14.227528571428573,14.4728
305,2022-03-10,2022,3,14.7435,14.77,10,14.350114285714286,14.6061
306,2022-03-11,2022,3,14.9042,14.9311,11,14.473771428571428,14.7435
307,2022-03-14,2022,3,14.7624,14.789,14,14.566685714285713,14.9042
308,2022-03-15,2022,3,14.7503,14.7769,15,14.648642857142857,14.7624
309,2022-03-16,2022,3,14.6758,14.7022,16,14.702157142857143,14.7503
310,2022-03-17,2022,3,14.6697,14.6961,17,14.730285714285714,14.6758
311,2022-03-18,2022,3,14.764,14.7906,18,14.752842857142856,14.6697
312,2022-03-21,2022,3,14.816,14.8427,21,14.7632,14.764
313,2022-03-22,2022,3,14.8041,14.8308,22,14.7489,14.816
314,2022-03-23,2022,3,14.8063,14.833,23,14.755171428571428,14.8041
315,2022-03-24,2022,3,14.8234,14.8501,24,14.765614285714287,14.8063
316,2022-03-25,2022,3,14.8068,14.8334,25,14.784328571428572,14.8234
317,2022-03-28,2022,3,14.8221,14.8488,28,14.8061,14.8068
318,2022-03-29,2022,3,14.7933,14.8199,29,14.810285714285715,14.8221
319,2022-03-30,2022,3,14.6458,14.6722,30,14.785971428571429,14.7933
320,2022-03-31,2022,3,14.6371,14.6635,31,14.762114285714286,14.6458
321,2022-04-01,2022,4,14.6609,14.6873,1,14.741342857142858,14.6371
322,2022-04-04,2022,4,14.6862,14.7127,4,14.721742857142857,14.6609
323,2022-04-05,2022,4,14.6955,14.722,5,14.705842857142857,14.6862
324,2022-04-06,2022,4,14.7176,14.7441,6,14.690914285714285,14.6955
325,2022-04-07,2022,4,14.7289,14.7555,7,14.681714285714284,14.7176
326,2022-04-08,2022,4,14.7213,14.7478,8,14.692499999999999,14.7289
327,2022-04-11,2022,4,14.7162,14.7427,11,14.7038,14.7213
328,2022-04-12,2022,4,14.6633,14.6897,12,14.704142857142857,14.7162
329,2022-04-13,2022,4,14.5604,14.5866,13,14.686171428571429,14.6633
330,2022-04-14,2022,4,14.5933,14.6196,14,14.671571428571427,14.5604
331,2022-04-15,2022,4,14.6181,14.6444,15,14.657357142857142,14.5933
332,2022-04-18,2022,4,14.6252,14.6515,18,14.642542857142857,14.6181
333,2022-04-19,2022,4,14.6343,14.6607,19,14.630114285714285,14.6252
334,2022-04-20,2022,4,14.6424,14.6688,20,14.61957142857143,14.6343
335,2022-04-21,2022,4,14.6605,14.6869,21,14.619171428571429,14.6424
336,2022-04-22,2022,4,14.7068,14.7333,22,14.640085714285714,14.6605
337,2022-04-25,2022,4,14.7439,14.7705,25,14.661600000000002,14.7068
338,2022-04-26,2022,4,14.767,14.7936,26,14.682871428571428,14.7439
339,2022-04-27,2022,4,14.7962,14.8229,27,14.7073,14.767
340,2022-04-28,2022,4,14.7798,14.8064,28,14.728085714285715,14.7962
341,2022-04-29,2022,4,14.7852,14.8118,29,14.748485714285712,14.7798
342,2022-05-05,2022,5,14.8313,14.858,5,14.772885714285716,14.7852
343,2022-05-06,2022,5,14.8978,14.9247,6,14.800171428571428,14.8313
344,2022-05-09,2022,5,14.974,15.001,9,14.833042857142857,14.8978
345,2022-05-10,2022,5,15.1926,15.2199,10,14.893842857142857,14.974
346,2022-05-11,2022,5,15.2882,15.3157,11,14.964128571428573,15.1926
347,2022-05-12,2022,5,15.3526,15.3802,12,15.045957142857143,15.2882
348,2022-05-13,2022,5,15.4378,15.4656,13,15.139185714285714,15.3526
349,2022-05-16,2022,5,15.5639,15.5919,16,15.243842857142855,15.4378
350,2022-05-17,2022,5,15.7886,15.8171,17,15.3711,15.5639
351,2022-05-18,2022,5,15.9205,15.9492,18,15.506314285714286,15.7886
352,2022-05-20,2022,5,15.9249,15.9536,20,15.610928571428571,15.9205
353,2022-05-23,2022,5,15.8494,15.878,23,15.6911,15.9249
354,2022-05-24,2022,5,16.0846,16.1135,24,15.79567142857143,15.8494
355,2022-05-25,2022,5,16.267,16.2963,25,15.914128571428572,16.0846
356,2022-05-26,2022,5,16.3681,16.3975,26,16.029014285714286,16.267
357,2022-05-27,2022,5,16.3479,16.3773,27,16.108914285714285,16.3681
358,2022-05-30,2022,5,16.3562,16.3857,30,16.171157142857144,16.3479
359,2022-05-31,2022,5,16.3876,16.4171,31,16.237257142857143,16.3562
360,2022-06-01,2022,6,16.4127,16.4423,1,16.31772857142857,16.3876
361,2022-06-02,2022,6,16.439,16.4686,2,16.368357142857143,16.4127
362,2022-06-03,2022,6,16.4765,16.5062,3,16.398285714285713,16.439
