,Tarih,Yıl,Ay,Alış (Forex),Satış (Forex),Gun,Haftalik_Ortalama,Onceki_Gun_Fiyat
911,2024-08-21,2024,8,33.8465,33.9075,21,33.62997142857143,33.7482
912,2024-08-22,2024,8,33.8506,33.9116,22,33.681085714285715,33.8465
913,2024-08-23,2024,8,33.8863,33.9473,23,33.73847142857143,33.8506
914,2024-08-26,2024,8,33.9282,33.9894,26,33.788985714285715,33.8863
915,2024-08-27,2024,8,33.9577,34.0189,27,33.83855714285714,33.9282
916,2024-08-28,2024,8,33.9626,34.0238,28,33.88287142857143,33.9577
917,2024-08-29,2024,8,33.9233,33.9844,29,33.90788571428571,33.9626
918,2024-09-02,2024,9,33.9196,33.9807,2,33.918328571428574,33.9233
919,2024-09-03,2024,9,33.887,33.9481,3,33.92352857142857,33.9196
920,2024-09-04,2024,9,33.9725,34.0337,4,33.93584285714286,33.887
921,2024-09-05,2024,9,33.9091,33.9702,5,33.93311428571429,33.9725
922,2024-09-06,2024,9,33.8937,33.9547,6,33.92397142857143,33.9091
923,2024-09-10,2024,9,33.9904,34.0516,10,33.92794285714286,33.8937
924,2024-09-11,2024,9,33.9398,34.001,11,33.9303,33.9904
925,2024-09-12,2024,9,33.8984,33.9594,12,33.92727142857143,33.9398
926,2024-09-13,2024,9,33.8159,33.8768,13,33.917114285714284,33.8984
927,2024-09-16,2024,9,33.8895,33.9506,16,33.90525714285714,33.8159
928,2024-09-17,2024,9,33.9681,34.0293,17,33.91368571428571,33.8895
929,2024-09-18,2024,9,34.0283,34.0896,18,33.93291428571429,33.9681
930,2024-09-19,2024,9,33.9766,34.0379,19,33.93094285714286,34.0283
931,2024-09-20,2024,9,33.9531,34.0142,20,33.93284285714286,33.9766
932,2024-09-23,2024,9,34.0627,34.1241,23,33.95631428571429,33.9531
933,2024-09-24,2024,9,34.0815,34.1429,24,33.994257142857144,34.0627
934,2024-09-25,2024,9,34.0894,34.1508,25,34.02281428571428,34.0815
935,2024-09-26,2024,9,34.0982,34.1596,26,34.041399999999996,34.0894
936,2024-09-27,2024,9,34.09,34.1514,27,34.05021428571428,34.0982
937,2024-09-30,2024,9,34.121,34.1825,30,34.07084285714286,34.09
938,2024-10-01,2024,10,34.1247,34.1862,1,34.09535714285714,34.121
939,2024-10-02,2024,10,34.1538,34.2154,2,34.10837142857143,34.1247
940,2024-10-03,2024,10,34.1126,34.1741,3,34.112814285714286,34.1538
941,2024-10-04,2024,10,34.1398,34.2013,4,34.120014285714284,34.1126
942,2024-10-07,2024,10,34.1881,34.2497,7,34.13285714285714,34.1398
943,2024-10-08,2024,10,34.2103,34.272,8,34.15004285714286,34.1881
944,2024-10-09,2024,10,34.1951,34.2567,9,34.16062857142857,34.2103
945,2024-10-10,2024,10,34.1522,34.2137,10,34.16455714285714,34.1951
946,2024-10-11,2024,10,34.1625,34.2241,11,34.1658,34.1522
947,2024-10-14,2024,10,34.2034,34.265,14,34.17877142857143,34.1625
948,2024-10-15,2024,10,34.2018,34.2634,15,34.18762857142857,34.2034
949,2024-10-16,2024,10,34.1633,34.2248,16,34.18408571428571,34.2018
950,2024-10-17,2024,10,34.1155,34.1769,17,34.170542857142856,34.1633
951,2024-10-18,2024,10,34.1786,34.2401,18,34.16818571428571,34.1155
952,2024-10-21,2024,10,34.1788,34.2404,21,34.17198571428572,34.1786
953,2024-10-22,2024,10,34.1821,34.2437,22,34.17478571428571,34.1788
954,2024-10-23,2024,10,34.2011,34.2627,23,34.17445714285714,34.1821
955,2024-10-24,2024,10,34.1902,34.2518,24,34.1728,34.2011
956,2024-10-25,2024,10,34.189,34.2506,25,34.176471428571425,34.1902
957,2024-10-30,2024,10,34.2095,34.2711,30,34.1899,34.189
958,2024-10-31,2024,10,34.1787,34.2403,31,34.18991428571429,34.2095
959,2024-11-01,2024,11,34.2236,34.2852,1,34.19631428571429,34.1787
960,2024-11-04,2024,11,34.2757,34.3374,4,34.20968571428571,34.2236
961,2024-11-05,2024,11,34.282,34.3438,5,34.221242857142855,34.2757
962,2024-11-06,2024,11,34.1841,34.2456,6,34.220371428571426,34.282
963,2024-11-07,2024,11,34.1764,34.238,7,34.21857142857142,34.1841
964,2024-11-08,2024,11,34.2614,34.3232,8,34.22598571428571,34.1764
965,2024-11-11,2024,11,34.2869,34.3487,11,34.24144285714286,34.2614
966,2024-11-12,2024,11,34.3128,34.3746,12,34.25418571428572,34.2869
967,2024-11-13,2024,11,34.3118,34.3736,13,34.25934285714286,34.3128
968,2024-11-14,2024,11,34.2996,34.3614,14,34.261857142857146,34.3118
969,2024-11-15,2024,11,34.3333,34.3951,15,34.28317142857143,34.2996
970,2024-11-18,2024,11,34.4321,34.4941,18,34.319700000000005,34.3333
971,2024-11-19,2024,11,34.5162,34.5784,19,34.356100000000005,34.4321
972,2024-11-20,2024,11,34.4372,34.4992,20,34.37757142857143,34.5162
973,2024-11-21,2024,11,34.4495,34.5115,21,34.3971,34.4372
974,2024-11-22,2024,11,34.4642,34.5263,22,34.41887142857143,34.4495
975,2024-11-25,2024,11,34.5184,34.5806,25,34.45012857142857,34.4642
976,2024-11-26,2024,11,34.5726,34.6349,26,34.484314285714284,34.5184
977,2024-11-27,2024,11,34.5728,34.6351,27,34.50441428571428,34.5726
978,2024-11-28,2024,11,34.5697,34.632,28,34.512057142857145,34.5728
979,2024-11-29,2024,11,34.5794,34.6417,29,34.53237142857143,34.5697
980,2024-12-02,2024,12,34.6432,34.7056,2,34.560042857142854,34.5794
981,2024-12-03,2024,12,34.6766,34.7391,3,34.590385714285716,34.6432
982,2024-12-04,2024,12,34.6873,34.7498,4,34.614514285714286,34.6766
983,2024-12-05,2024,12,34.6753,34.7377,5,34.62918571428572,34.6873
984,2024-12-06,2024,12,34.7007,34.7633,6,34.64745714285714,34.6753
985,2024-12-09,2024,12,34.7499,34.8125,9,34.6732,34.7007
986,2024-12-10,2024,12,34.7797,34.8424,10,34.701814285714285,34.7499
987,2024-12-11,2024,12,34.8028,34.8655,11,34.72461428571428,34.7797
988,2024-12-12,2024,12,34.8177,34.8804,12,34.744771428571426,34.8028
989,2024-12-13,2024,12,34.8621,34.9249,13,34.76974285714285,34.8177
990,2024-12-16,2024,12,34.8985,34.9613,16,34.80162857142857,34.8621
991,2024-12-17,2024,12,34.9219,34.9849,17,34.83322857142857,34.8985
992,2024-12-18,2024,12,34.9529,35.0159,18,34.86222857142857,34.9219
993,2024-12-19,2024,12,35.0067,35.0698,19,34.89465714285714,34.9529
994,2024-12-20,2024,12,35.0619,35.1251,20,34.93167142857143,35.0067
995,2024-12-23,2024,12,35.1065,35.1697,23,34.97292857142857,35.0619
996,2024-12-24,2024,12,35.1814,35.2447,24,35.018542857142855,35.1065
997,2024-12-25,2024,12,35.2162,35.2796,25,35.06392857142857,35.1814
998,2024-12-26,2024,12,35.2033,35.2667,26,35.10412857142857,35.2162
999,2024-12-27,2024,12,35.1368,35.2001,27,35.1304,35.2033
1000,2024-12-30,2024,12,35.2233,35.2868,30,35.161342857142856,35.1368
1001,2024-12-31,2024,12,35.2803,35.3438,31,35.192542857142854,35.2233
1002,2025-01-02,2025,1,35.2525,35.316,2,35.2134,35.2803
1003,2025-01-03,2025,1,35.271,35.3346,3,35.2262,35.2525
1004,2025-01-06,2025,1,35.2892,35.3528,6,35.23662857142857,35.271
1005,2025-01-07,2025,1,35.2764,35.34,7,35.24707142857143,35.2892
1006,2025-01-08,2025,1,35.3179,35.3815,8,35.27294285714286,35.2764
1007,2025-01-09,2025,1,35.2921,35.3556,9,35.28277142857143,35.3179
1008,2025-01-10,2025,1,35.3356,35.3992,10,35.29067142857143,35.2921
1009,2025-01-13,2025,1,35.4197,35.4835,13,35.31455714285715,35.3356
1010,2025-01-14,2025,1,35.4292,35.4931,14,35.337157142857144,35.4197
1011,2025-01-15,2025,1,35.4294,35.4932,15,35.35718571428571,35.4292
1012,2025-01-16,2025,1,35.3979,35.4617,16,35.374542857142856,35.4294
1013,2025-01-17,2025,1,35.4119,35.4757,17,35.387971428571426,35.3979
1014,2025-01-20,2025,1,35.5183,35.5823,20,35.42028571428572,35.4119
1015,2025-01-21,2025,1,35.5516,35.6156,21,35.45114285714286,35.5183
1016,2025-01-22,2025,1,35.5815,35.6456,22,35.47425714285715,35.5516
1017,2025-01-23,2025,1,35.5915,35.6556,23,35.49744285714286,35.5815
1018,2025-01-24,2025,1,35.5994,35.6635,24,35.521728571428575,35.5915
1019,2025-01-27,2025,1,35.6602,35.7244,27,35.5592,35.5994
1020,2025-01-28,2025,1,35.6978,35.7622,28,35.60004285714286,35.6602
1021,2025-01-29,2025,1,35.7067,35.771,29,35.626957142857144,35.6978
1022,2025-01-30,2025,1,35.721,35.7854,30,35.651157142857144,35.7067
1023,2025-01-31,2025,1,35.763,35.8274,31,35.67708571428572,35.721
1024,2025-02-03,2025,2,35.9022,35.9669,3,35.721471428571434,35.763
1025,2025-02-04,2025,2,35.9164,35.9811,4,35.766757142857145,35.9022
1026,2025-02-05,2025,2,35.8683,35.9329,5,35.796485714285716,35.9164
1027,2025-02-06,2025,2,35.8332,35.8978,6,35.81582857142857,35.8683
1028,2025-02-07,2025,2,35.9055,35.9702,7,35.84422857142857,35.8332
1029,2025-02-10,2025,2,35.9451,36.0099,10,35.876242857142856,35.9055
1030,2025-02-11,2025,2,35.9593,36.0241,11,35.90428571428571,35.9451
1031,2025-02-12,2025,2,36.0273,36.0922,12,35.92215714285714,35.9593
1032,2025-02-13,2025,2,36.0448,36.1098,13,35.9405,36.0273
1033,2025-02-14,2025,2,36.106,36.1711,14,35.97445714285714,36.0448
1034,2025-02-17,2025,2,36.1523,36.2174,17,36.020042857142855,36.106
1035,2025-02-18,2025,2,36.1964,36.2616,18,36.0616,36.1523
1036,2025-02-19,2025,2,36.2267,36.292,19,36.10182857142857,36.1964
1037,2025-02-20,2025,2,36.2472,36.3125,20,36.14295714285714,36.2267
1038,2025-02-21,2025,2,36.306,36.3714,21,36.18277142857143,36.2472
1039,2025-02-24,2025,2,36.3563,36.4218,24,36.22727142857143,36.306
1040,2025-02-25,2025,2,36.3875,36.453,25,36.26748571428571,36.3563
1041,2025-02-26,2025,2,36.3717,36.4372,26,36.298828571428565,36.3875
1042,2025-02-27,2025,2,36.3652,36.4307,27,36.322942857142856,36.3717
1043,2025-02-28,2025,2,36.3812,36.4467,28,36.345014285714285,36.3652
1044,2025-03-03,2025,3,36.4097,36.4753,3,36.36822857142857,36.3812
1045,2025-03-04,2025,3,36.4011,36.4667,4,36.381814285714285,36.4097
1046,2025-03-05,2025,3,36.3682,36.4337,5,36.38351428571429,36.4011
1047,2025-03-06,2025,3,36.3748,36.4404,6,36.3817,36.3682
1048,2025-03-07,2025,3,36.3153,36.3808,7,36.37364285714286,36.3748
1049,2025-03-10,2025,3,36.4558,36.5215,10,36.386585714285715,36.3153
1050,2025-03-11,2025,3,36.5088,36.5746,11,36.40481428571429,36.4558
1051,2025-03-12,2025,3,36.5401,36.6059,12,36.42344285714286,36.5088
1052,2025-03-13,2025,3,36.5387,36.6046,13,36.4431,36.5401
1053,2025-03-14,2025,3,36.535,36.6008,14,36.46692857142857,36.5387
1054,2025-03-17,2025,3,36.6139,36.6799,17,36.501085714285715,36.535
1055,2025-03-18,2025,3,36.5922,36.6582,18,36.540642857142856,36.6139
1056,2025-03-19,2025,3,37.9839,38.0523,19,36.758942857142856,36.5922
1057,2025-03-20,2025,3,37.915,37.9833,20,36.95982857142857,37.9839
1058,2025-03-21,2025,3,37.8502,37.9184,21,37.14698571428572,37.915
1059,2025-03-24,2025,3,37.86,37.9283,24,37.335742857142854,37.8502
1060,2025-03-25,2025,3,37.9086,37.9769,25,37.531971428571424,37.86
1061,2025-03-26,2025,3,37.9287,37.997,26,37.7198,37.9086
1062,2025-03-27,2025,3,37.9323,38.0007,27,37.91124285714285,37.9287
1063,2025-03-28,2025,3,37.7656,37.8337,28,37.88005714285714,37.9323
1064,2025-04-02,2025,4,37.8559,37.9241,2,37.87161428571428,37.7656
1065,2025-04-03,2025,4,37.8637,37.9319,3,37.87354285714286,37.8559
1066,2025-04-04,2025,4,37.8465,37.9147,4,37.87161428571428,37.8637
1067,2025-04-07,2025,4,37.933,38.0014,7,37.875099999999996,37.8465
1068,2025-04-08,2025,4,37.93,37.9984,8,37.87528571428572,37.933
1069,2025-04-09,2025,4,37.9327,38.001,9,37.875342857142854,37.93
1070,2025-04-10,2025,4,37.8646,37.9329,10,37.88948571428572,37.9327
1071,2025-04-11,2025,4,37.9073,37.9756,11,37.89682857142857,37.8646
1072,2025-04-14,2025,4,37.9649,38.0333,14,37.91128571428572,37.9073
1073,2025-04-15,2025,4,38.0065,38.075,15,37.93414285714285,37.9649
1074,2025-04-16,2025,4,38.0472,38.1158,16,37.95045714285714,38.0065
1075,2025-04-17,2025,4,38.0611,38.1297,17,37.96918571428571,38.0472
1076,2025-04-18,2025,4,38.0032,38.0716,18,37.97925714285714,38.0611
1077,2025-04-21,2025,4,38.114,38.1826,21,38.01488571428571,38.0032
1078,2025-04-22,2025,4,38.1314,38.2001,22,38.0469,38.114
1079,2025-04-24,2025,4,38.2289,38.2977,24,38.08461428571428,38.1314
1080,2025-04-25,2025,4,38.2455,38.3144,25,38.11875714285714,38.2289
1081,2025-04-28,2025,4,38.3665,38.4356,28,38.16437142857143,38.2455
1082,2025-04-29,2025,4,38.3672,38.4363,29,38.208099999999995,38.3665
1083,2025-04-30,2025,4,38.3684,38.4375,30,38.26027142857142,38.3672
1084,2025-05-02,2025,5,38.3695,38.4386,2,38.29677142857143,38.3684
1085,2025-05-05,2025,5,38.5105,38.5799,5,38.350928571428575,38.3695
1086,2025-05-06,2025,5,38.5259,38.5953,6,38.39335714285714,38.5105
1087,2025-05-07,2025,5,38.556,38.6255,7,38.437714285714286,38.5259
1088,2025-05-08,2025,5,38.5529,38.6223,8,38.46434285714286,38.556
1089,2025-05-09,2025,5,38.5725,38.6419,9,38.493671428571425,38.5529
1090,2025-05-12,2025,5,38.6761,38.7458,12,38.53762857142857,38.5725
1091,2025-05-13,2025,5,38.7123,38.782,13,38.5866,38.6761
1092,2025-05-14,2025,5,38.6933,38.763,14,38.61271428571428,38.7123
1093,2025-05-15,2025,5,38.6349,38.7045,15,38.62828571428571,38.6933
1094,2025-05-16,2025,5,38.5944,38.6639,16,38.63377142857143,38.6349
1095,2025-05-20,2025,5,38.7709,38.8408,20,38.66491428571429,38.5944
1096,2025-05-21,2025,5,38.7602,38.83,21,38.69172857142856,38.7709
1097,2025-05-22,2025,5,38.7965,38.8664,22,38.708928571428565,38.7602
1098,2025-05-23,2025,5,38.8174,38.8873,23,38.72394285714285,38.7965
1099,2025-05-26,2025,5,38.8907,38.9608,26,38.75214285714286,38.8174
1100,2025-05-27,2025,5,38.9027,38.9728,27,38.7904,38.8907
1101,2025-05-28,2025,5,38.9808,39.051,28,38.8456,38.9027
1102,2025-05-29,2025,5,39.0212,39.0915,29,38.88135714285715,38.9808
1103,2025-05-30,2025,5,39.0626,39.1329,30,38.92455714285715,39.0212
1104,2025-06-02,2025,6,39.1151,39.1855,2,38.97007142857143,39.0626
1105,2025-06-03,2025,6,39.0798,39.1502,3,39.007557142857145,39.1151
1106,2025-06-04,2025,6,39.0575,39.1279,4,39.03138571428571,39.0798
1107,2025-06-10,2025,6,39.1385,39.209,10,39.065071428571436,39.0575
1108,2025-06-11,2025,6,39.1192,39.1896,11,39.08484285714286,39.1385
1109,2025-06-12,2025,6,39.2163,39.287,12,39.11271428571428,39.1192
1110,2025-06-13,2025,6,39.2546,39.3254,13,39.140142857142855,39.2163
1111,2025-06-16,2025,6,39.321,39.3918,16,39.16955714285714,39.2546
1112,2025-06-17,2025,6,39.3015,39.3723,17,39.201228571428565,39.321
1113,2025-06-18,2025,6,39.4229,39.4939,18,39.25342857142857,39.3015
1114,2025-06-19,2025,6,39.4801,39.5512,19,39.302228571428564,39.4229
1115,2025-06-20,2025,6,39.541,39.6122,20,39.36248571428571,39.4801
1116,2025-06-23,2025,6,39.647,39.7185,23,39.424014285714286,39.541
1117,2025-06-24,2025,6,39.5502,39.6215,24,39.46624285714285,39.647
1118,2025-06-25,2025,6,39.6392,39.7106,25,39.511700000000005,39.5502
1119,2025-06-26,2025,6,39.6989,39.7705,26,39.56847142857142,39.6392
1120,2025-06-27,2025,6,39.7424,39.814,27,39.61411428571429,39.6989
1121,2025-06-30,2025,6,39.7408,39.8124,30,39.651357142857144,39.7424
1122,2025-07-01,2025,7,39.7733,39.845,1,39.68454285714286,39.7408
1123,2025-07-02,2025,7,39.7292,39.8007,2,39.696285714285715,39.7733
1124,2025-07-03,2025,7,39.677,39.7485,3,39.714400000000005,39.7292
1125,2025-07-04,2025,7,39.6792,39.7506,4,39.72011428571428,39.677
1126,2025-07-07,2025,7,39.9019,39.9738,7,39.74911428571429,39.6792
1127,2025-07-08,2025,7,39.9332,40.0052,8,39.77637142857143,39.9019
1128,2025-07-09,2025,7,39.9621,40.0341,9,39.807985714285714,39.9332
1129,2025-07-10,2025,7,39.9775,40.0496,10,39.837157142857144,39.9621
1130,2025-07-11,2025,7,40.0076,40.0796,11,39.876928571428564,39.9775
1131,2025-07-14,2025,7,40.0883,40.1605,14,39.93568571428572,40.0076
1132,2025-07-16,2025,7,40.1639,40.2362,16,40.00492857142857,40.0883
1133,2025-07-17,2025,7,40.2014,40.2738,17,40.047714285714285,40.1639
1134,2025-07-18,2025,7,40.2282,40.3007,18,40.08985714285715,40.2014
1135,2025-07-21,2025,7,40.3108,40.3834,21,40.139671428571425,40.2282
1136,2025-07-22,2025,7,40.3356,40.4082,22,40.190828571428575,40.3108
1137,2025-07-23,2025,7,40.3683,40.441,23,40.242357142857145,40.3356
1138,2025-07-24,2025,7,40.3929,40.4657,24,40.28587142857142,40.3683
1139,2025-07-25,2025,7,40.399,40.4718,25,40.31945714285714,40.3929
1140,2025-07-28,2025,7,40.4717,40.5446,28,40.35807142857142,40.399
1141,2025-07-29,2025,7,40.493,40.566,29,40.3959,40.4717
1142,2025-07-30,2025,7,40.4994,40.5724,30,40.42284285714286,40.493
1143,2025-07-31,2025,7,40.5128,40.5858,31,40.44815714285715,40.4994
1144,2025-08-01,2025,8,40.519,40.592,1,40.46968571428572,40.5128
1145,2025-08-04,2025,8,40.594,40.6672,4,40.49841428571428,40.519
1146,2025-08-05,2025,8,40.6026,40.6757,5,40.527499999999996,40.594
1147,2025-08-06,2025,8,40.5932,40.6663,6,40.54485714285715,40.6026
1148,2025-08-07,2025,8,40.5808,40.6539,7,40.55740000000001,40.5932
1149,2025-08-08,2025,8,40.5543,40.6274,8,40.565242857142856,40.5808
1150,2025-08-11,2025,8,40.6325,40.7057,11,40.58234285714286,40.5543
1151,2025-08-12,2025,8,40.6384,40.7116,12,40.5994,40.6325
1152,2025-08-13,2025,8,40.6573,40.7306,13,40.608442857142855,40.6384
1153,2025-08-14,2025,8,40.7094,40.7828,14,40.6237,40.6573
1154,2025-08-15,2025,8,40.7313,40.8047,15,40.643428571428565,40.7094
1155,2025-08-18,2025,8,40.8084,40.882,18,40.67594285714286,40.7313
1156,2025-08-19,2025,8,40.812,40.8855,19,40.712757142857136,40.8084
1157,2025-08-20,2025,8,40.841,40.9146,20,40.74254285714285,40.812
1158,2025-08-21,2025,8,40.8586,40.9323,21,40.774,40.841
1159,2025-08-22,2025,8,40.8507,40.9243,22,40.80162857142857,40.8586
1160,2025-08-25,2025,8,40.9205,40.9942,25,40.831785714285715,40.8507
1161,2025-08-26,2025,8,40.9413,41.015,26,40.86178571428571,40.9205
1162,2025-08-27,2025,8,40.9629,41.0367,27,40.883857142857146,40.9413
1163,2025-08-28,2025,8,40.9735,41.0473,28,40.90692857142857,40.9629
1164,2025-08-29,2025,8,40.9441,41.0178,29,40.92165714285714,40.9735
1165,2025-09-01,2025,9,41.0379,41.1118,1,40.947271428571426,40.9441
1166,2025-09-03,2025,9,41.0851,41.1591,3,40.98075714285714,41.0379
1167,2025-09-04,2025,9,41.0908,41.1648,4,41.00508571428571,41.0851
1168,2025-09-05,2025,9,41.097,41.1711,5,41.027328571428576,41.0908
1169,2025-09-08,2025,9,41.1816,41.2558,8,41.05857142857143,41.097
1170,2025-09-09,2025,9,41.192,41.2663,9,41.08978571428572,41.1816
1171,2025-09-10,2025,9,41.2013,41.2756,10,41.12652857142858,41.192
1172,2025-09-11,2025,9,41.2114,41.2856,11,41.15131428571429,41.2013
1173,2025-09-12,2025,9,41.209,41.2833,12,41.16901428571428,41.2114
1174,2025-09-15,2025,9,41.255,41.3293,15,41.19247142857143,41.209
1175,2025-09-16,2025,9,41.2295,41.3038,16,41.211400000000005,41.255
1176,2025-09-17,2025,9,41.2161,41.2904,17,41.21632857142857,41.2295
1177,2025-09-18,2025,9,41.241,41.3153,18,41.223328571428574,41.2161
1178,2025-09-19,2025,9,41.2344,41.3087,19,41.228057142857146,41.241
1179,2025-09-22,2025,9,41.2983,41.3727,22,41.24047142857143,41.2344
1180,2025-09-23,2025,9,41.3375,41.4119,23,41.25882857142857,41.2983
1181,2025-09-24,2025,9,41.3726,41.4471,24,41.27562857142857,41.3375
1182,2025-09-25,2025,9,41.395,41.4695,25,41.29927142857143,41.3726
1183,2025-09-26,2025,9,41.4179,41.4925,26,41.3281,41.395
1184,2025-09-29,2025,9,41.4984,41.5732,29,41.364871428571426,41.4179
1185,2025-09-30,2025,9,41.5068,41.5816,30,41.40378571428572,41.4984
1186,2025-10-01,2025,10,41.513,41.5878,1,41.43445714285714,41.5068
1187,2025-10-02,2025,10,41.5283,41.6031,2,41.46171428571428,41.513
1188,2025-10-03,2025,10,41.5226,41.5974,3,41.48314285714286,41.5283
1189,2025-10-06,2025,10,41.6225,41.6975,6,41.51564285714286,41.5226
1190,2025-10-07,2025,10,41.6217,41.6967,7,41.544757142857144,41.6225
1191,2025-10-08,2025,10,41.633,41.708,8,41.563985714285714,41.6217
1192,2025-10-09,2025,10,41.6421,41.7171,9,41.58331428571428,41.633
1193,2025-10-10,2025,10,41.6388,41.7138,10,41.601285714285716,41.6421
1194,2025-10-13,2025,10,41.7196,41.7947,13,41.628614285714285,41.6388
1195,2025-10-14,2025,10,41.7496,41.8248,14,41.66104285714285,41.7196
1196,2025-10-15,2025,10,41.7611,41.8364,15,41.680842857142856,41.7496
1197,2025-10-16,2025,10,41.7736,41.8488,16,41.70254285714286,41.7611
1198,2025-10-17,2025,10,41.7855,41.8608,17,41.724328571428565,41.7736
1199,2025-10-20,2025,10,41.8768,41.9522,20,41.75785714285714,41.7855
1200,2025-10-21,2025,10,41.8872,41.9626,21,41.79334285714286,41.8768
1201,2025-10-22,2025,10,41.8966,41.9721,22,41.818628571428576,41.8872
1202,2025-10-23,2025,10,41.9042,41.9797,23,41.840714285714284,41.8966
1203,2025-10-24,2025,10,41.8427,41.918,24,41.85237142857142,41.9042
1204,2025-10-27,2025,10,41.8699,41.9453,27,41.866128571428575,41.8427
1205,2025-10-30,2025,10,41.9,41.9755,30,41.882485714285714,41.8699
1206,2025-10-31,2025,10,41.8922,41.9677,31,41.88468571428571,41.9
1207,2025-11-03,2025,11,41.9751,42.0507,3,41.89724285714285,41.8922
1208,2025-11-04,2025,11,42.0042,42.0798,4,41.91261428571429,41.9751
1209,2025-11-05,2025,11,42.0362,42.1119,5,41.931471428571435,42.0042
1210,2025-11-06,2025,11,42.0426,42.1183,6,41.960028571428566,42.0362
1211,2025-11-07,2025,11,42.049,42.1248,7,41.985614285714284,42.0426
1212,2025-11-10,2025,11,42.1124,42.1883,10,42.01595714285714,42.049
1213,2025-11-11,2025,11,42.1526,42.2286,11,42.05315714285714,42.1124
1214,2025-11-12,2025,11,42.1636,42.2396,12,42.080085714285715,42.1526
1215,2025-11-13,2025,11,42.1724,42.2484,13,42.10411428571428,42.1636
1216,2025-11-14,2025,11,42.1661,42.242,14,42.12267142857143,42.1724
1217,2025-11-17,2025,11,42.2525,42.3287,17,42.152657142857144,42.1661
1218,2025-11-18,2025,11,42.2641,42.3402,18,42.18338571428571,42.2525
1219,2025-11-19,2025,11,42.2756,42.3518,19,42.206700000000005,42.2641
1220,2025-11-20,2025,11,42.2882,42.3644,20,42.22607142857142,42.2756
1221,2025-11-21,2025,11,42.2819,42.3581,21,42.24297142857143,42.2882
1222,2025-11-24,2025,11,42.3675,42.4438,24,42.27084285714285,42.2819
1223,2025-11-25,2025,11,42.3668,42.4432,25,42.29951428571428,42.3675
1224,2025-11-26,2025,11,42.3578,42.4341,26,42.31455714285714,42.3668
1225,2025-11-27,2025,11,42.3624,42.4388,27,42.3286,42.3578
1226,2025-11-28,2025,11,42.3547,42.431,28,42.3399,42.3624
1227,2025-12-01,2025,12,42.416,42.4924,1,42.35815714285714,42.3547
1228,2025-12-02,2025,12,42.3574,42.4337,2,42.36894285714285,42.416
1229,2025-12-03,2025,12,42.3702,42.4465,3,42.369328571428575,42.3574
1230,2025-12-04,2025,12,42.3771,42.4534,4,42.370799999999996,42.3702
1231,2025-12-05,2025,12,42.3606,42.4369,5,42.371199999999995,42.3771
