,Tarih,Acilis,Kapanis,Yil,Ay,Gun,HaftaninGunu,Dunku_Kapanis
1084,2024-07-02,2447.2,2436.52,2024,7,2,1,2447.73
1085,2024-07-03,2435.67,2464.7,2024,7,3,2,2436.52
1086,2024-07-04,2465.42,2466.0,2024,7,4,3,2464.7
1087,2024-07-05,2467.09,2511.53,2024,7,5,4,2466.0
1088,2024-07-08,2511.16,2478.27,2024,7,8,0,2511.53
1089,2024-07-09,2478.32,2496.74,2024,7,9,1,2478.27
1090,2024-07-10,2496.65,2500.43,2024,7,10,2,2496.74
1091,2024-07-11,2503.71,2549.49,2024,7,11,3,2500.43
1092,2024-07-12,2549.52,2561.47,2024,7,12,4,2549.49
1093,2024-07-15,2561.63,2568.41,2024,7,15,0,2561.47
1094,2024-07-16,2568.98,2621.63,2024,7,16,1,2568.41
1095,2024-07-17,2623.89,2614.32,2024,7,17,2,2621.63
1096,2024-07-18,2613.49,2599.51,2024,7,18,3,2614.32
1097,2024-07-19,2600.17,2551.0,2024,7,19,4,2599.51
1098,2024-07-22,2551.08,2534.69,2024,7,22,0,2551.0
1099,2024-07-23,2535.75,2544.38,2024,7,23,1,2534.69
1100,2024-07-24,2545.03,2528.54,2024,7,24,2,2544.38
1101,2024-07-25,2527.28,2508.4,2024,7,25,3,2528.54
1102,2024-07-26,2505.68,2529.05,2024,7,26,4,2508.4
1103,2024-07-29,2529.23,2535.9,2024,7,29,0,2529.05
1104,2024-07-30,2535.81,2563.67,2024,7,30,1,2535.9
1105,2024-07-31,2565.44,2608.47,2024,7,31,2,2563.67
1106,2024-08-01,2609.33,2602.92,2024,8,1,3,2608.47
1107,2024-08-02,2603.01,2608.81,2024,8,2,4,2602.92
1108,2024-08-05,2609.95,2584.44,2024,8,5,0,2608.81
1109,2024-08-06,2585.0,2580.96,2024,8,6,1,2584.44
1110,2024-08-07,2582.14,2562.24,2024,8,7,2,2580.96
1111,2024-08-08,2561.83,2613.68,2024,8,8,3,2562.24
1112,2024-08-09,2610.89,2618.26,2024,8,9,4,2613.68
1113,2024-08-12,2618.31,2670.35,2024,8,12,0,2618.26
1114,2024-08-13,2669.87,2657.99,2024,8,13,1,2670.35
1115,2024-08-14,2658.13,2643.14,2024,8,14,2,2657.99
1116,2024-08-15,2643.72,2654.97,2024,8,15,3,2643.14
1117,2024-08-16,2656.89,2716.54,2024,8,16,4,2654.97
1118,2024-08-19,2717.21,2717.0,2024,8,19,0,2716.54
1119,2024-08-20,2717.65,2736.87,2024,8,20,1,2717.0
1120,2024-08-21,2738.36,2734.81,2024,8,21,2,2736.87
1121,2024-08-22,2736.17,2707.49,2024,8,22,3,2734.81
1122,2024-08-23,2707.5,2745.1,2024,8,23,4,2707.49
1123,2024-08-26,2745.01,2751.16,2024,8,26,0,2745.1
1124,2024-08-27,2752.18,2760.32,2024,8,27,1,2751.16
1125,2024-08-28,2759.84,2741.18,2024,8,28,2,2760.32
1126,2024-08-29,2743.02,2762.26,2024,8,29,3,2741.18
1127,2024-08-30,0.0,2742.2,2024,8,30,4,2762.26
1128,2024-09-02,2742.35,2722.65,2024,9,2,0,2742.2
1129,2024-09-03,2721.85,2724.31,2024,9,3,1,2722.65
1130,2024-09-04,2725.1,2727.1,2024,9,4,2,2724.31
1131,2024-09-05,2728.63,2745.84,2024,9,5,3,2727.1
1132,2024-09-06,2746.75,2728.39,2024,9,6,4,2745.84
1133,2024-09-09,2729.02,2743.55,2024,9,9,0,2728.39
1134,2024-09-10,2743.95,2753.83,2024,9,10,1,2743.55
1135,2024-09-11,2751.55,2742.46,2024,9,11,2,2753.83
1136,2024-09-12,2743.61,2787.24,2024,9,12,3,2742.46
1137,2024-09-13,2787.98,2809.65,2024,9,13,4,2787.24
1138,2024-09-16,2807.39,2825.14,2024,9,16,0,2809.65
1139,2024-09-17,2823.08,2815.88,2024,9,17,1,2825.14
1140,2024-09-18,2815.83,2803.37,2024,9,18,2,2815.88
1141,2024-09-19,2803.62,2827.9,2024,9,19,3,2803.37
1142,2024-09-20,2829.29,2875.03,2024,9,20,4,2827.9
1143,2024-09-23,2876.48,2885.4,2024,9,23,0,2875.03
1144,2024-09-24,2884.18,2914.59,2024,9,24,1,2885.4
1145,2024-09-25,2915.32,2915.49,2024,9,25,2,2914.59
1146,2024-09-26,2915.9,2933.4,2024,9,26,3,2915.49
1147,2024-09-27,2934.45,2920.22,2024,9,27,4,2933.4
1148,2024-09-30,2920.31,2894.38,2024,9,30,0,2920.22
1149,2024-10-01,0.0,2929.5,2024,10,1,1,2894.38
1150,2024-10-02,2929.58,2920.56,2024,10,2,2,2929.5
1151,2024-10-03,2923.83,2915.85,2024,10,3,3,2920.56
1152,2024-10-04,2913.08,2921.56,2024,10,4,4,2915.85
1153,2024-10-07,2921.59,2909.62,2024,10,7,0,2921.56
1154,2024-10-08,2910.29,2888.43,2024,10,8,1,2909.62
1155,2024-10-09,2887.06,2868.9,2024,10,9,2,2888.43
1156,2024-10-10,2869.47,2890.89,2024,10,10,3,2868.9
1157,2024-10-11,2888.21,2928.22,2024,10,11,4,2890.89
1158,2024-10-14,2928.26,2917.45,2024,10,14,0,2928.22
1159,2024-10-15,2918.18,2927.63,2024,10,15,1,2917.45
1160,2024-10-16,2927.09,2936.9,2024,10,16,2,2927.63
1161,2024-10-17,2937.45,2954.53,2024,10,17,3,2936.9
1162,2024-10-18,0.0,2995.42,2024,10,18,4,2954.53
1163,2024-10-21,2983.36,2992.21,2024,10,21,0,2995.42
1164,2024-10-22,2992.76,3028.05,2024,10,22,1,2992.21
1165,2024-10-23,3028.04,2992.79,2024,10,23,2,3028.05
1166,2024-10-24,2992.32,3011.29,2024,10,24,3,2992.79
1167,2024-10-25,3011.17,3029.35,2024,10,25,4,3011.29
1168,2024-10-28,3029.28,3023.93,2024,10,28,0,3029.35
1169,2024-10-29,3024.0,3057.43,2024,10,29,1,3023.93
1170,2024-10-30,3056.85,3070.04,2024,10,30,2,3057.43
1171,2024-10-31,0.0,3021.36,2024,10,31,3,3070.04
1172,2024-11-01,3020.75,3018.55,2024,11,1,4,3021.36
1173,2024-11-04,3020.13,3022.81,2024,11,4,0,3018.55
1174,2024-11-05,3023.04,3023.54,2024,11,5,1,3022.81
1175,2024-11-06,3021.18,2924.46,2024,11,6,2,3023.54
1176,2024-11-07,2924.44,2976.07,2024,11,7,3,2924.46
1177,2024-11-08,2976.48,2968.42,2024,11,8,4,2976.07
1178,2024-11-11,2967.15,2893.61,2024,11,11,0,2968.42
1179,2024-11-12,2894.45,2871.86,2024,11,12,1,2893.61
1180,2024-11-13,2873.09,2842.93,2024,11,13,2,2871.86
1181,2024-11-14,2843.33,2834.34,2024,11,14,3,2842.93
1182,2024-11-15,2834.18,2837.0,2024,11,15,4,2834.34
1183,2024-11-18,2831.98,2899.5,2024,11,18,0,2837.0
1184,2024-11-19,2899.96,2919.34,2024,11,19,1,2899.5
1185,2024-11-20,2920.05,2935.19,2024,11,20,2,2919.34
1186,2024-11-21,0.0,2962.17,2024,11,21,3,2935.19
1187,2024-11-22,2962.47,3005.46,2024,11,22,4,2962.17
1188,2024-11-25,3004.74,2918.05,2024,11,25,0,3005.46
1189,2024-11-26,2918.13,2931.59,2024,11,26,1,2918.05
1190,2024-11-27,2931.49,2937.05,2024,11,27,2,2931.59
1191,2024-11-28,2936.8,2934.72,2024,11,28,3,2937.05
1192,2024-11-29,2934.78,2961.83,2024,11,29,4,2934.72
1193,2024-12-02,2962.33,2943.47,2024,12,2,0,2961.83
1194,2024-12-03,2943.68,2950.91,2024,12,3,1,2943.47
1195,2024-12-04,2950.99,2958.85,2024,12,4,2,2950.91
1196,2024-12-05,2959.03,2934.73,2024,12,5,3,2958.85
1197,2024-12-06,2934.51,2942.91,2024,12,6,4,2934.73
1198,2024-12-09,2943.58,2975.99,2024,12,9,0,2942.91
1199,2024-12-10,2975.98,3015.56,2024,12,10,1,2975.99
1200,2024-12-11,3015.49,3046.06,2024,12,11,2,3015.56
1201,2024-12-12,3046.05,3006.67,2024,12,12,3,3046.06
1202,2024-12-13,3006.53,2975.32,2024,12,13,4,3006.67
1203,2024-12-16,2974.97,2980.31,2024,12,16,0,2975.32
1204,2024-12-17,2980.46,2973.85,2024,12,17,1,2980.31
1205,2024-12-18,2974.0,2920.2,2024,12,18,2,2973.85
1206,2024-12-19,2920.8,2929.97,2024,12,19,3,2920.2
1207,2024-12-20,2930.15,2968.4,2024,12,20,4,2929.97
1208,2024-12-23,2967.78,2954.54,2024,12,23,0,2968.4
1209,2024-12-24,0.0,2959.16,2024,12,24,1,2954.54
1210,2024-12-25,2959.28,2963.23,2024,12,25,2,2959.16
1211,2024-12-26,2963.54,2977.99,2024,12,26,3,2963.23
1212,2024-12-27,2977.93,2956.54,2024,12,27,4,2977.99
1213,2024-12-30,2958.5,2961.71,2024,12,30,0,2956.54
1214,2024-12-31,2961.74,2983.37,2024,12,31,1,2961.71
1215,2025-01-01,2983.35,2984.7,2025,1,1,2,2983.37
1216,2025-01-02,2984.48,3021.24,2025,1,2,3,2984.7
1217,2025-01-03,3021.1,3000.8,2025,1,3,4,3021.24
1218,2025-01-06,2998.82,2990.51,2025,1,6,0,3000.8
1219,2025-01-07,2990.47,3011.39,2025,1,7,1,2990.51
1220,2025-01-08,3011.27,3026.39,2025,1,8,2,3011.39
1221,2025-01-09,3026.56,3032.51,2025,1,9,3,3026.39
1222,2025-01-10,3032.5,3064.7,2025,1,10,4,3032.51
1223,2025-01-13,3064.23,3037.72,2025,1,13,0,3064.7
1224,2025-01-14,3037.69,3053.1,2025,1,14,1,3037.72
1225,2025-01-15,3053.39,3074.65,2025,1,15,2,3053.1
1226,2025-01-16,3074.47,3093.32,2025,1,16,3,3074.65
1227,2025-01-17,3093.43,3081.85,2025,1,17,4,3093.32
1228,2025-01-20,3077.85,3099.37,2025,1,20,0,3081.85
1229,2025-01-21,3099.35,3141.17,2025,1,21,1,3099.37
1230,2025-01-22,3141.04,3159.38,2025,1,22,2,3141.17
1231,2025-01-23,3159.38,3155.34,2025,1,23,3,3159.38
1232,2025-01-24,3155.14,3178.91,2025,1,24,4,3155.34
1233,2025-01-27,3179.3,3150.67,2025,1,27,0,3178.91
1234,2025-01-28,3150.76,3175.87,2025,1,28,1,3150.67
1235,2025-01-29,3176.09,3170.37,2025,1,29,2,3175.87
1236,2025-01-30,3170.56,3215.72,2025,1,30,3,3170.37
1237,2025-01-31,3215.74,3228.24,2025,1,31,4,3215.72
1238,2025-02-03,3230.09,3257.66,2025,2,3,0,3228.24
1239,2025-02-04,3258.12,3286.19,2025,2,4,1,3257.66
1240,2025-02-05,3286.35,3304.65,2025,2,5,2,3286.19
1241,2025-02-06,3304.48,3295.78,2025,2,6,3,3304.65
1242,2025-02-07,3296.24,3308.28,2025,2,7,4,3295.78
1243,2025-02-10,3308.91,3365.4,2025,2,10,0,3308.28
1244,2025-02-11,3365.07,3358.05,2025,2,11,1,3365.4
1245,2025-02-12,3357.98,3367.66,2025,2,12,2,3358.05
1246,2025-02-13,3367.67,3399.01,2025,2,13,3,3367.66
1247,2025-02-14,3398.77,3360.84,2025,2,14,4,3399.01
1248,2025-02-17,3359.51,3377.4,2025,2,17,0,3360.84
1249,2025-02-18,3377.42,3421.11,2025,2,18,1,3377.4
1250,2025-02-19,3421.5,3425.78,2025,2,19,2,3421.11
1251,2025-02-20,3426.07,3429.01,2025,2,20,3,3425.78
1252,2025-02-21,3429.05,3438.13,2025,2,21,4,3429.01
1253,2025-02-24,3438.8,3456.9,2025,2,24,0,3438.13
1254,2025-02-25,3456.87,3413.06,2025,2,25,1,3456.9
1255,2025-02-26,3413.23,3418.23,2025,2,26,2,3413.06
1256,2025-02-27,3417.77,3365.85,2025,2,27,3,3418.23
1257,2025-02-28,3366.24,3349.9,2025,2,28,4,3365.85
1258,2025-03-03,3351.11,3377.95,2025,3,3,0,3349.9
1259,2025-03-04,3386.93,3418.27,2025,3,4,1,3377.95
1260,2025-03-05,3418.3,3422.6,2025,3,5,2,3418.27
1261,2025-03-06,3421.87,3404.89,2025,3,6,3,3422.6
1262,2025-03-07,3404.82,3412.14,2025,3,7,4,3404.89
1263,2025-03-10,3413.55,3395.32,2025,3,10,0,3412.14
1264,2025-03-11,3395.28,3430.38,2025,3,11,1,3395.32
1265,2025-03-12,3430.94,3451.58,2025,3,12,2,3430.38
1266,2025-03-13,3452.24,3518.72,2025,3,13,3,3451.58
1267,2025-03-14,3518.15,3516.44,2025,3,14,4,3518.72
1268,2025-03-17,3516.58,3536.32,2025,3,17,0,3516.44
1269,2025-03-18,3536.95,3580.22,2025,3,18,1,3536.32
1270,2025-03-19,3580.12,3705.31,2025,3,19,2,3580.22
1271,2025-03-20,3718.32,3702.8,2025,3,20,3,3705.31
1272,2025-03-21,3701.86,3679.3,2025,3,21,4,3702.8
1273,2025-03-24,3679.18,3677.92,2025,3,24,0,3679.3
1274,2025-03-25,3677.98,3687.9,2025,3,25,1,3677.92
1275,2025-03-26,3687.75,3688.6,2025,3,26,2,3687.9
1276,2025-03-27,3688.05,3731.06,2025,3,27,3,3688.6
1277,2025-03-28,3731.48,3768.01,2025,3,28,4,3731.06
1278,2025-03-31,3768.24,3811.35,2025,3,31,0,3768.01
1279,2025-04-01,3811.64,3799.58,2025,4,1,1,3811.35
1280,2025-04-02,3797.99,3826.79,2025,4,2,2,3799.58
1281,2025-04-03,3826.63,3796.78,2025,4,3,3,3826.79
1282,2025-04-04,3796.89,3710.58,2025,4,4,4,3796.78
1283,2025-04-07,3710.23,3641.24,2025,4,7,0,3710.58
1284,2025-04-08,3641.48,3635.97,2025,4,8,1,3641.24
1285,2025-04-09,3637.77,3765.11,2025,4,9,2,3635.97
1286,2025-04-10,3765.29,3871.73,2025,4,10,3,3765.11
1287,2025-04-11,3871.89,3959.33,2025,4,11,4,3871.73
1288,2025-04-14,3959.5,3926.67,2025,4,14,0,3959.33
1289,2025-04-15,3926.47,3955.03,2025,4,15,1,3926.67
1290,2025-04-16,3956.16,4098.76,2025,4,16,2,3955.03
1291,2025-04-17,4098.76,4063.43,2025,4,17,3,4098.76
1292,2025-04-18,4063.43,4076.87,2025,4,18,4,4063.43
1293,2025-04-21,4076.75,4209.41,2025,4,21,0,4076.87
1294,2025-04-22,4208.91,4160.82,2025,4,22,1,4209.41
1295,2025-04-23,4160.91,4098.99,2025,4,23,2,4160.82
1296,2025-04-24,4099.33,4129.56,2025,4,24,3,4098.99
1297,2025-04-25,4129.56,4100.03,2025,4,25,4,4129.56
1298,2025-04-28,4100.54,4132.52,2025,4,28,0,4100.03
1299,2025-04-29,4132.29,4105.46,2025,4,29,1,4132.52
1300,2025-04-30,4104.34,4069.86,2025,4,30,2,4105.46
1301,2025-05-01,4070.77,4003.87,2025,5,1,3,4069.86
1302,2025-05-02,4004.35,4018.8,2025,5,2,4,4003.87
1303,2025-05-05,4019.21,4134.18,2025,5,5,0,4018.8
1304,2025-05-06,4134.5,4265.31,2025,5,6,1,4134.18
1305,2025-05-07,4265.54,4182.7,2025,5,7,2,4265.31
1306,2025-05-08,4182.7,4103.89,2025,5,8,3,4182.7
1307,2025-05-09,4103.89,4143.57,2025,5,9,4,4103.89
1308,2025-05-12,4144.73,4034.66,2025,5,12,0,4143.57
1309,2025-05-13,4035.28,4053.59,2025,5,13,1,4034.66
1310,2025-05-14,4053.59,3961.14,2025,5,14,2,4053.59
1311,2025-05-15,3961.32,4033.56,2025,5,15,3,3961.14
1312,2025-05-16,4033.42,4001.01,2025,5,16,4,4033.56
1313,2025-05-19,4001.37,4029.92,2025,5,19,0,4001.01
1314,2025-05-20,4029.82,4109.06,2025,5,20,1,4029.92
1315,2025-05-21,4109.06,4142.89,2025,5,21,2,4109.06
1316,2025-05-22,4143.2,4123.27,2025,5,22,3,4142.89
1317,2025-05-23,4123.72,4204.13,2025,5,23,4,4123.27
1318,2025-05-26,4207.5,4185.94,2025,5,26,0,4204.13
1319,2025-05-27,4186.34,4137.59,2025,5,27,1,4185.94
1320,2025-05-28,4137.55,4133.13,2025,5,28,2,4137.59
1321,2025-05-29,4133.01,4172.07,2025,5,29,3,4133.13
1322,2025-05-30,4172.22,4148.96,2025,5,30,4,4172.07
1323,2025-06-02,4146.56,4262.77,2025,6,2,0,4148.96
1324,2025-06-03,4262.81,4221.89,2025,6,3,1,4262.77
1325,2025-06-04,4221.89,4247.0,2025,6,4,2,4221.89
1326,2025-06-05,4247.0,4236.92,2025,6,5,3,4247.0
1327,2025-06-06,4236.34,4177.02,2025,6,6,4,4236.92
1328,2025-06-09,4177.26,4198.41,2025,6,9,0,4177.02
1329,2025-06-10,4197.14,4196.79,2025,6,10,1,4198.41
1330,2025-06-11,4188.7,4223.64,2025,6,11,2,4196.79
1331,2025-06-12,4224.65,4284.33,2025,6,12,3,4223.64
1332,2025-06-13,4284.33,4328.32,2025,6,13,4,4284.33
1333,2025-06-16,4336.77,4284.61,2025,6,16,0,4328.32
1334,2025-06-17,4284.25,4301.19,2025,6,17,1,4284.61
1335,2025-06-18,4300.7,4281.14,2025,6,18,2,4301.19
1336,2025-06-19,4281.12,4291.18,2025,6,19,3,4281.14
1337,2025-06-20,4292.1,4297.26,2025,6,20,4,4291.18
1338,2025-06-23,4299.76,4291.04,2025,6,23,0,4297.26
1339,2025-06-24,4290.9,4230.34,2025,6,24,1,4291.04
1340,2025-06-25,4230.26,4259.9,2025,6,25,2,4230.34
1341,2025-06-26,4260.3,4255.99,2025,6,26,3,4259.9
1342,2025-06-27,4255.99,4200.55,2025,6,27,4,4255.99
1343,2025-06-30,4200.96,4228.06,2025,6,30,0,4200.55
1344,2025-07-01,4228.06,4274.81,2025,7,1,1,4228.06
1345,2025-07-02,4275.99,4294.76,2025,7,2,2,4274.81
1346,2025-07-03,4294.76,4259.41,2025,7,3,3,4294.76
1347,2025-07-04,4260.71,4274.48,2025,7,4,4,4259.41
1348,2025-07-07,4276.04,4289.22,2025,7,7,0,4274.48
1349,2025-07-08,4289.48,4250.49,2025,7,8,1,4289.22
1350,2025-07-09,4250.67,4266.63,2025,7,9,2,4250.49
1351,2025-07-10,4266.76,4283.32,2025,7,10,3,4266.63
1352,2025-07-11,4284.34,4335.04,2025,7,11,4,4283.32
1353,2025-07-14,4336.57,4319.18,2025,7,14,0,4335.04
1354,2025-07-15,4319.34,4298.06,2025,7,15,1,4319.18
1355,2025-07-16,4297.74,4332.24,2025,7,16,2,4298.06
1356,2025-07-17,4333.44,4326.65,2025,7,17,3,4332.24
1357,2025-07-18,4326.71,4350.44,2025,7,18,4,4326.65
1358,2025-07-21,4350.72,4411.45,2025,7,21,0,4350.44
1359,2025-07-22,4412.21,4458.28,2025,7,22,1,4411.45
1360,2025-07-23,4458.31,4406.16,2025,7,23,2,4458.28
1361,2025-07-24,4406.67,4413.79,2025,7,24,3,4406.16
1362,2025-07-25,4413.6,4352.2,2025,7,25,4,4413.79
1363,2025-07-28,4351.91,4322.59,2025,7,28,0,4352.2
1364,2025-07-29,4321.55,4340.01,2025,7,29,1,4322.59
1365,2025-07-30,4340.11,4273.94,2025,7,30,2,4340.01
1366,2025-07-31,4274.28,4299.6,2025,7,31,3,4273.94
1367,2025-08-01,4299.19,4395.45,2025,8,1,4,4299.6
1368,2025-08-04,4394.29,4410.88,2025,8,4,0,4395.45
1369,2025-08-05,4410.92,4421.37,2025,8,5,1,4410.88
1370,2025-08-06,4421.34,4402.91,2025,8,6,2,4421.37
1371,2025-08-07,4403.28,4434.65,2025,8,7,3,4402.91
1372,2025-08-08,4434.26,4444.48,2025,8,8,4,4434.65
1373,2025-08-11,4443.93,4375.51,2025,8,11,0,4444.48
1374,2025-08-12,4375.12,4384.52,2025,8,12,1,4375.51
1375,2025-08-13,4384.52,4399.73,2025,8,13,2,4384.52
1376,2025-08-14,4399.78,4378.32,2025,8,14,3,4399.73
1377,2025-08-15,4376.27,4383.41,2025,8,15,4,4378.32
1378,2025-08-18,4382.42,4380.65,2025,8,18,0,4383.41
1379,2025-08-19,4380.75,4386.03,2025,8,19,1,4380.65
1380,2025-08-20,4386.03,4406.99,2025,8,20,2,4386.03
1381,2025-08-21,4407.08,4394.58,2025,8,21,3,4406.99
1382,2025-08-22,4395.22,4443.92,2025,8,22,4,4394.58
1383,2025-08-25,4443.89,4436.31,2025,8,25,0,4443.92
1384,2025-08-26,4436.3,4478.38,2025,8,26,1,4436.31
1385,2025-08-27,4478.89,4482.79,2025,8,27,2,4478.38
1386,2025-08-28,4482.06,4509.25,2025,8,28,3,4482.79
1387,2025-08-29,4509.5,4561.39,2025,8,29,4,4509.25
1388,2025-09-01,4561.48,4597.02,2025,9,1,0,4561.39
1389,2025-09-02,4597.82,4674.88,2025,9,2,1,4597.02
1390,2025-09-03,4675.0,4710.81,2025,9,3,2,4674.88
1391,2025-09-04,4710.81,4691.8,2025,9,4,3,4710.81
1392,2025-09-05,4691.89,4758.68,2025,9,5,4,4691.8
1393,2025-09-07,4691.89,4755.62,2025,9,7,6,4758.68
1394,2025-09-08,4756.85,4822.93,2025,9,8,0,4755.62
1395,2025-09-09,4823.38,4810.75,2025,9,9,1,4822.93
1396,2025-09-10,4810.66,4831.36,2025,9,10,2,4810.75
1397,2025-09-11,4831.46,4828.27,2025,9,11,3,4831.36
1398,2025-09-12,4828.27,4845.64,2025,9,12,4,4828.27
1399,2025-09-15,4844.55,4884.83,2025,9,15,0,4845.64
1400,2025-09-16,4884.73,4892.64,2025,9,16,1,4884.83
1401,2025-09-17,4892.64,4857.02,2025,9,17,2,4892.64
1402,2025-09-18,4857.04,4838.29,2025,9,18,3,4857.02
1403,2025-09-19,4838.35,4903.41,2025,9,19,4,4838.29
1404,2025-09-22,4904.83,4983.51,2025,9,22,0,4903.41
1405,2025-09-23,4983.55,5009.45,2025,9,23,1,4983.51
1406,2025-09-24,5009.55,4978.88,2025,9,24,2,5009.45
1407,2025-09-25,4979.72,5002.78,2025,9,25,3,4978.88
1408,2025-09-26,5000.86,5025.55,2025,9,26,4,5002.78
1409,2025-09-29,5025.41,5126.09,2025,9,29,0,5025.55
1410,2025-09-30,5126.05,5159.77,2025,9,30,1,5126.09
1411,2025-10-01,5159.77,5166.14,2025,10,1,2,5159.77
1412,2025-10-02,5167.7,5158.16,2025,10,2,3,5166.14
1413,2025-10-03,5157.64,5209.75,2025,10,3,4,5158.16
1414,2025-10-06,5209.24,5309.65,2025,10,6,0,5209.75
1415,2025-10-07,5308.7,5341.7,2025,10,7,1,5309.65
1416,2025-10-08,5341.72,5417.34,2025,10,8,2,5341.7
1417,2025-10-09,5417.85,5337.97,2025,10,9,3,5417.34
1418,2025-10-10,5339.54,5404.54,2025,10,10,4,5337.97
1419,2025-10-13,5401.17,5524.71,2025,10,13,0,5404.54
1420,2025-10-14,5524.84,5569.19,2025,10,14,1,5524.71
1421,2025-10-15,5569.81,5661.29,2025,10,15,2,5569.19
1422,2025-10-16,5660.67,5822.34,2025,10,16,3,5661.29
1423,2025-10-17,0.0,5727.34,2025,10,17,4,5822.34
1424,2025-10-20,5727.33,5876.17,2025,10,20,0,5727.34
1425,2025-10-21,5868.02,5567.53,2025,10,21,1,5876.17
1426,2025-10-22,5568.0,5531.03,2025,10,22,2,5567.53
1427,2025-10-23,5531.55,5573.45,2025,10,23,3,5531.03
1428,2025-10-24,5574.28,5545.35,2025,10,24,4,5573.45
1429,2025-10-27,5545.78,5362.22,2025,10,27,0,5545.35
1430,2025-10-28,5361.49,5327.87,2025,10,28,1,5362.22
1431,2025-10-29,5328.52,5300.25,2025,10,29,2,5327.87
1432,2025-10-30,5299.88,5430.45,2025,10,30,3,5300.25
1433,2025-10-31,5431.44,5412.39,2025,10,31,4,5430.45
1434,2025-11-03,5412.18,5422.04,2025,11,3,0,5412.39
1435,2025-11-04,5420.6,5330.47,2025,11,4,1,5422.04
1436,2025-11-05,5330.54,5392.12,2025,11,5,2,5330.47
1437,2025-11-06,5392.11,5389.7,2025,11,6,3,5392.12
1438,2025-11-07,5389.18,5434.09,2025,11,7,4,5389.7
1439,2025-11-10,5432.26,5583.18,2025,11,10,0,5434.09
1440,2025-11-11,5583.4,5606.29,2025,11,11,1,5583.18
1441,2025-11-12,5606.32,5698.19,2025,11,12,2,5606.29
1442,2025-11-13,5697.11,5656.47,2025,11,13,3,5698.19
1443,2025-11-14,5656.28,5551.47,2025,11,14,4,5656.47
1444,2025-11-17,5550.31,5496.24,2025,11,17,0,5551.47
1445,2025-11-18,5497.21,5538.52,2025,11,18,1,5496.24
1446,2025-11-19,5538.88,5550.69,2025,11,19,2,5538.52
1447,2025-11-20,5551.01,5553.67,2025,11,20,3,5550.69
1448,2025-11-21,5553.79,5552.1,2025,11,21,4,5553.67
1449,2025-11-24,5552.52,5636.99,2025,11,24,0,5552.1
1450,2025-11-25,5636.27,5635.23,2025,11,25,1,5636.99
1451,2025-11-26,5635.63,5682.5,2025,11,26,2,5635.23
1452,2025-11-27,5682.55,5675.48,2025,11,27,3,5682.5
1453,2025-11-28,5675.48,5763.55,2025,11,28,4,5675.48
1454,2025-12-01,5764.63,5781.31,2025,12,1,0,5763.55
1455,2025-12-02,5781.25,5745.87,2025,12,2,1,5781.31
1456,2025-12-03,5745.21,5740.46,2025,12,3,2,5745.87
1457,2025-12-04,5740.34,5753.0,2025,12,4,3,5740.46
1458,2025-12-05,5753.02,5744.63,2025,12,5,4,5753.0
